peak.id	seqnames	start	end	width	strand	WT	E80A	K88N	R90W	cluster	row_cluster	small.cluster	khom_cluster	ehom_cluster
peak.8509	chr7	129653656	129654056	401	*	26.2683556	71.95785436	4.804396167	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8510	chr7	130510494	130510894	401	*	35.64991117	61.54290176	56.45165496	14.70563045	k88n.gained	e80a.gained	k88n_unique	k88n.notDB	
peak.8511	chr7	130651899	130652299	401	*	75.05244456	82.37280697	13.21208946	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8512	chr7	130653144	130653544	401	*	259.8690893	252.7993041	68.46264538	36.76407614	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8513	chr7	130659743	130660143	401	*	170.7443114	115.5112925	15.61428754	25.7348533	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8514	chr7	130662208	130662608	401	*	81.61953346	212.0863076	13.21208946	40.44048375	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.8515	chr7	130681360	130681760	401	*	19.7012667	81.42599309	8.407693293	18.38203807	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8516	chr7	130719652	130720052	401	*	33.77360005	88.05369021	0.0	11.02922284	e80a.gained	e80a.gained	e80a_shared		e80a.notDB
peak.8517	chr7	130887988	130888388	401	*	99.44448905	66.27697112	13.21208946	20.83297648	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8518	chr7	130978126	130978526	401	*	161.3627558	70.06422662	2.402198084	11.02922284	e80a.lost	e80a.lost	e80a_shared		e80a.notDB
peak.8519	chr7	131233540	131233940	401	*	231.7244226	64.38334338	8.407693293	24.50938409	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8520	chr7	132088200	132088600	401	*	38.46437784	80.47917922	6.005495209	17.15656886	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.8521	chr7	132720546	132720946	401	*	61.91826676	95.62820119	15.61428754	26.9603225	e80a.gained	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8522	chr7	132781831	132782231	401	*	227.0336448	114.5644787	4.804396167	29.41126091	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8523	chr7	132786776	132787176	401	*	218.5902448	55.86201852	10.80989138	31.86219932	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8524	chr7	132921968	132922368	401	*	461.5725341	268.89514	39.63626838	85.78284432	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8525	chr7	132969402	132969802	401	*	75.99060012	24.6171607	12.01099042	24.50938409	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8526	chr7	133011598	133011998	401	*	244.8586004	115.5112925	87.68023005	35.53860693	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.8527	chr7	133015346	133015746	401	*	259.8690893	336.118925	28.826377	51.46970659	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8528	chr7	133026408	133026808	401	*	62.85642232	119.298548	4.804396167	18.38203807	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8529	chr7	133435687	133436087	401	*	17.82495558	65.33015725	6.005495209	3.676407614	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8530	chr7	133709068	133709468	401	*	75.05244456	81.42599309	2.402198084	23.28391489	e80a.notDB	e80a.notDB	e80a_shared		e80a.notDB
peak.8531	chr7	133769015	133769415	401	*	132.2799335	122.1389896	38.43516934	44.11689136	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8532	chr7	133780179	133780579	401	*	6.567088899	11.36176648	157.3439745	8.578284432	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.8533	chr7	133789867	133790267	401	*	7.505244456	6.627697112	64.85934826	13.48016125	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.8534	chr7	134321105	134321505	401	*	63.79457788	79.53236535	98.49012143	19.60750727	k88n.gained	e80a.notDB	k88n_unique	k88n.notDB	
peak.8535	chr7	134875200	134875600	401	*	112.5786668	76.69192373	15.61428754	19.60750727	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8536	chr7	135052553	135052953	401	*	67.54720011	17.04264972	36.03297125	30.63673011	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.8537	chr7	135057032	135057432	401	*	25.33020004	18.93627746	80.4736358	20.83297648	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.8538	chr7	136008517	136008917	401	*	106.9497335	121.1921758	16.81538659	25.7348533	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8539	chr7	136136710	136137110	401	*	112.5786668	56.80883239	9.608792334	23.28391489	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8540	chr7	136349713	136350113	401	*	31.89728894	76.69192373	9.608792334	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8541	chr7	136491485	136491885	401	*	38.46437784	80.47917922	9.608792334	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8542	chr7	136531322	136531722	401	*	101.3208002	84.26643471	7.206594251	41.66595295	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8543	chr7	136570663	136571063	401	*	143.5378002	190.3095885	8.407693293	26.9603225	e80a.notDB	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.8544	chr7	136577098	136577498	401	*	191.3837336	92.78775957	6.005495209	24.50938409	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8545	chr7	137002478	137002878	401	*	7.505244456	15.14902197	70.86484347	8.578284432	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.8546	chr7	137228644	137229044	401	*	364.0043561	285.9377897	126.1153994	56.37158341	e80a.lost	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8547	chr7	137316369	137316769	401	*	112.5786668	64.38334338	28.826377	14.70563045	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8548	chr7	137468105	137468505	401	*	24.39204448	70.06422662	6.005495209	7.352815227	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8549	chr7	138141002	138141402	401	*	95.69186682	150.5434058	14.4131885	7.352815227	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8550	chr7	138197804	138198204	401	*	58.16564454	124.9794313	27.62527796	14.70563045	e80a.gained	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8551	chr7	139213080	139213480	401	*	65.67088899	68.17059887	8.407693293	23.28391489	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8552	chr7	139273229	139273629	401	*	143.5378002	48.28750753	7.206594251	29.41126091	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8553	chr7	139277516	139277916	401	*	182.0021781	145.8093365	15.61428754	30.63673011	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8554	chr7	139388567	139388967	401	*	78.80506679	109.8304093	10.80989138	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8555	chr7	139457397	139457797	401	*	101.3208002	23.67034683	14.4131885	17.15656886	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8556	chr7	139498064	139498464	401	*	90.06293348	50.18113528	142.930786	28.1857917	k88n.gained	k88n.gained	k88n_unique	k88n.notDB	
peak.8557	chr7	139556987	139557387	401	*	102.2589557	17.98946359	9.608792334	20.83297648	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost
peak.8558	chr7	140001561	140001961	401	*	76.92875568	38.8193688	12.01099042	18.38203807	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8559	chr7	140059573	140059973	401	*	26.2683556	50.18113528	6.005495209	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8560	chr7	140905544	140905944	401	*	68.48535566	22.72353296	32.42967413	12.25469205	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.8561	chr7	141168169	141168569	401	*	34.71175561	80.47917922	2.402198084	7.352815227	e80a.gained	e80a.gained	e80a_shared		e80a.notDB
peak.8562	chr7	141172317	141172717	401	*	66.60904455	50.18113528	10.80989138	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8563	chr7	141292988	141293388	401	*	139.785178	126.873059	9.608792334	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8564	chr7	141327852	141328252	401	*	34.71175561	55.86201852	2.402198084	7.352815227	e80a.gained	e80a.gained	e80a_shared		e80a.notDB
peak.8565	chr7	141376891	141377291	401	*	37.52622228	67.223785	6.005495209	4.901876818	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.8566	chr7	141433012	141433412	401	*	210.1468448	177.0541943	9.608792334	24.50938409	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8567	chr7	141447118	141447518	401	*	114.454978	110.7772232	16.81538659	23.28391489	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8568	chr7	141596956	141597356	401	*	242.9822893	189.3627746	45.64176359	55.1461142	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8569	chr7	141689465	141689865	401	*	70.36166678	60.59608788	10.80989138	4.901876818	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8570	chr7	141966367	141966767	401	*	28.14466671	67.223785	1.201099042	6.127346023	e80a.gained	e80a.gained	e80a_shared		e80a.notDB
peak.8571	chr7	142088864	142089264	401	*	88.18662236	84.26643471	20.41868371	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8572	chr7	142131769	142132169	401	*	173.5587781	60.59608788	6.005495209	9.803753636	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8573	chr7	142284569	142284969	401	*	99.44448905	88.05369021	21.61978275	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8574	chr7	142372634	142373034	401	*	106.0115779	121.1921758	0.0	13.48016125	e80a.notDB	e80a.notDB	e80a_shared		e80a.notDB
peak.8575	chr7	142869409	142869809	401	*	103.1971113	283.0973481	12.01099042	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.8576	chr7	143069100	143069500	401	*	97.56817793	93.73457345	19.21758467	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8577	chr7	143280347	143280747	401	*	62.85642232	110.7772232	16.81538659	18.38203807	e80a.gained	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8578	chr7	143340631	143341031	401	*	13.1341778	10.41495261	148.9362812	12.25469205	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.8579	chr7	144111255	144111655	401	*	195.1363559	238.597096	9.608792334	40.44048375	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8580	chr7	144628055	144628455	401	*	19.7012667	71.01104049	16.81538659	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8581	chr7	144780876	144781276	401	*	3.752622228	80.47917922	7.206594251	2.450938409	e80a.gained	e80a.gained	e80a_shared		
peak.8582	chr7	144926312	144926712	401	*	75.99060012	71.01104049	2.402198084	4.901876818	e80a.notDB	e80a.notDB	e80a_shared		e80a.notDB
peak.8583	chr8	3400500	3400900	401	*	118.2076002	166.6392417	26.42417892	24.50938409	e80a.notDB	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.8584	chr8	3413621	3414021	401	*	62.85642232	113.6176648	4.804396167	4.901876818	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8585	chr8	3516673	3517073	401	*	75.99060012	74.79829598	6.005495209	8.578284432	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8586	chr8	3567476	3567876	401	*	44.09331118	53.96839077	6.005495209	4.901876818	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8587	chr8	3609436	3609836	401	*	188.569267	35.03211331	28.826377	37.98954534	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8588	chr8	3641085	3641485	401	*	247.6730671	124.0326174	15.61428754	39.21501455	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8589	chr8	4166037	4166437	401	*	219.5284003	257.5333735	40.83736742	39.21501455	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8590	chr8	4266928	4267328	401	*	298.3334671	367.3637828	6.005495209	8.578284432	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8591	chr8	4411763	4412163	401	*	81.61953346	115.5112925	4.804396167	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8592	chr8	4487328	4487728	401	*	34.71175561	60.59608788	2.402198084	19.60750727	e80a.gained	e80a.gained	e80a_shared		e80a.notDB
peak.8593	chr8	4512126	4512526	401	*	311.4676449	271.7355816	15.61428754	49.01876818	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8594	chr8	4677684	4678084	401	*	75.05244456	85.21324859	26.42417892	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8595	chr8	7934387	7934787	401	*	30.95913338	173.2669388	76.87033868	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.8596	chr8	7989104	7989504	401	*	55.35117787	71.01104049	189.7736486	25.7348533	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.8597	chr8	9983833	9984233	401	*	14.07233336	63.4365295	3.603297125	15.93109966	e80a.gained	e80a.gained	e80a_shared		e80a.notDB
peak.8598	chr8	10176284	10176684	401	*	10.31971113	90.89413183	3.603297125	7.352815227	e80a.gained	e80a.gained	e80a_shared		e80a.gained
peak.8599	chr8	10300296	10300696	401	*	30.95913338	62.48971563	10.80989138	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8600	chr8	10572789	10573189	401	*	37.52622228	65.33015725	14.4131885	7.352815227	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8601	chr8	10699569	10699969	401	*	12.19602224	74.79829598	9.608792334	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.8602	chr8	11809296	11809696	401	*	61.91826676	153.3838475	8.407693293	15.93109966	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.8603	chr8	12109387	12109787	401	*	50.66040008	68.17059887	9.608792334	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8604	chr8	12327910	12328310	401	*	10.31971113	15.14902197	247.4264026	9.803753636	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.8605	chr8	12339710	12340110	401	*	14.07233336	8.521324859	68.46264538	11.02922284	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.8606	chr8	12719048	12719448	401	*	187.6311114	116.4581064	73.26704155	35.53860693	e80a.lost	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8607	chr8	12768252	12768652	401	*	178.2495558	72.90466824	18.01648563	40.44048375	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8608	chr8	12902538	12902938	401	*	20.63942225	51.12794915	8.407693293	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8609	chr8	12947610	12948010	401	*	153.8575114	155.2774752	21.61978275	28.1857917	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8610	chr8	13106307	13106707	401	*	59.10380009	67.223785	4.804396167	7.352815227	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8611	chr8	13117673	13118073	401	*	78.80506679	156.2242891	4.804396167	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.8612	chr8	13181116	13181516	401	*	151.9812002	125.9262451	3.603297125	8.578284432	e80a.notDB	e80a.notDB	e80a_shared		e80a.notDB
peak.8613	chr8	13188151	13188551	401	*	279.570356	225.3417018	27.62527796	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8614	chr8	13226251	13226651	401	*	72.23797789	127.8198729	8.407693293	11.02922284	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8615	chr8	13228381	13228781	401	*	146.3522669	177.0541943	4.804396167	8.578284432	e80a.notDB	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.8616	chr8	13232732	13233132	401	*	38.46437784	64.38334338	7.206594251	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8617	chr8	13293592	13293992	401	*	29.08282227	99.41545668	7.206594251	14.70563045	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8618	chr8	13352998	13353398	401	*	73.17613345	87.10687633	6.005495209	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8619	chr8	13404648	13405048	401	*	316.1584227	206.4054244	12.01099042	73.52815227	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8620	chr8	13406072	13406472	401	*	175.4350892	52.07476303	38.43516934	22.05844568	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8621	chr8	13489765	13490165	401	*	54.41302231	105.0963399	6.005495209	19.60750727	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8622	chr8	13506887	13507287	401	*	118.2076002	130.6603145	18.01648563	41.66595295	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8623	chr8	13513967	13514367	401	*	172.6206225	239.5439099	15.61428754	45.34236057	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8624	chr8	13785814	13786214	401	*	42.21700007	50.18113528	3.603297125	3.676407614	e80a.notDB	e80a.notDB	e80a_shared		e80a.notDB
peak.8625	chr8	14090185	14090585	401	*	100.3826446	88.05369021	21.61978275	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8626	chr8	14888594	14888994	401	*	98.50633349	99.41545668	4.804396167	23.28391489	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8627	chr8	15392226	15392626	401	*	66.60904455	119.298548	51.6472588	60.04799102	e80a.gained	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8628	chr8	17159199	17159599	401	*	31.89728894	99.41545668	19.21758467	34.31313773	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8629	chr8	18671777	18672177	401	*	22.51573337	89.00050408	12.01099042	7.352815227	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8630	chr8	18779368	18779768	401	*	37.52622228	57.75564626	3.603297125	6.127346023	e80a.gained	e80a.gained	e80a_shared		e80a.notDB
peak.8631	chr8	18788925	18789325	401	*	10.31971113	67.223785	4.804396167	4.901876818	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.8632	chr8	18814539	18814939	401	*	89.12477792	72.90466824	6.005495209	18.38203807	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8633	chr8	18820996	18821396	401	*	75.99060012	58.70246014	7.206594251	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8634	chr8	18840841	18841241	401	*	183.8784892	203.5649827	9.608792334	28.1857917	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8635	chr8	18855904	18856304	401	*	133.2180891	295.4059284	15.61428754	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.8636	chr8	18859437	18859837	401	*	33.77360005	58.70246014	12.01099042	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8637	chr8	18890918	18891318	401	*	414.6647562	206.4054244	7.206594251	34.31313773	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8638	chr8	22039975	22040375	401	*	34.71175561	63.4365295	4.804396167	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.8639	chr8	22059507	22059907	401	*	110.7023557	225.3417018	15.61428754	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.8640	chr8	22640053	22640453	401	*	36.58806672	70.06422662	13.21208946	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8641	chr8	22730212	22730612	401	*	40.34068895	121.1921758	8.407693293	12.25469205	e80a.gained	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8642	chr8	22805608	22806008	401	*	60.98011121	61.54290176	15.61428754	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8643	chr8	22807412	22807812	401	*	97.56817793	71.95785436	10.80989138	17.15656886	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8644	chr8	23246139	23246539	401	*	111.6405113	13.25539422	10.80989138	13.48016125	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost
peak.8645	chr8	24996039	24996439	401	*	64.73273344	17.04264972	27.62527796	13.48016125	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.8646	chr8	25106024	25106424	401	*	251.4256893	184.6287053	21.61978275	39.21501455	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8647	chr8	25135372	25135772	401	*	87.2484668	78.58555147	12.01099042	33.08766852	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8648	chr8	25638114	25638514	401	*	54.41302231	69.11741274	24.02198084	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8649	chr8	25679110	25679510	401	*	39.4025334	63.4365295	13.21208946	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8650	chr8	25748191	25748591	401	*	394.9634895	299.1931839	10.80989138	46.56782977	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8651	chr8	25828810	25829210	401	*	17.82495558	101.3090844	7.206594251	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.8652	chr8	25840677	25841077	401	*	50.66040008	61.54290176	2.402198084	14.70563045	e80a.notDB	e80a.notDB	e80a_shared		e80a.notDB
peak.8653	chr8	26012528	26012928	401	*	77.86691123	17.98946359	9.608792334	20.83297648	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8654	chr8	26067774	26068174	401	*	68.48535566	76.69192373	16.81538659	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8655	chr8	26091430	26091830	401	*	169.8061558	24.6171607	12.01099042	22.05844568	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost
peak.8656	chr8	26098164	26098564	401	*	475.6448674	82.37280697	90.08242814	61.27346023	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost
peak.8657	chr8	26105337	26105737	401	*	79.74322235	78.58555147	8.407693293	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8658	chr8	26259164	26259564	401	*	109.7642002	40.71299655	213.7956294	40.44048375	k88n.gained	k88n.gained	k88n_unique	k88n.notDB	
peak.8659	chr8	26260157	26260557	401	*	17.82495558	9.468138732	139.3274888	14.70563045	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.8660	chr8	26471946	26472346	401	*	37.52622228	125.9262451	90.08242814	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8661	chr8	26544649	26545049	401	*	8.443400013	6.627697112	72.06594251	12.25469205	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.8662	chr8	26627429	26627829	401	*	9.38155557	12.30858035	62.45715017	8.578284432	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.8663	chr8	26981112	26981512	401	*	54.41302231	127.8198729	9.608792334	17.15656886	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8664	chr8	31065969	31066369	401	*	4.690777785	4.734069366	60.05495209	6.127346023	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.8665	chr8	31111431	31111831	401	*	70.36166678	71.01104049	15.61428754	9.803753636	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8666	chr8	31149907	31150307	401	*	78.80506679	81.42599309	36.03297125	22.05844568	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8667	chr8	33219576	33219976	401	*	37.52622228	99.41545668	9.608792334	20.83297648	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8668	chr8	33220446	33220846	401	*	29.08282227	64.38334338	15.61428754	18.38203807	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8669	chr8	33508026	33508426	401	*	44.09331118	124.9794313	4.804396167	8.578284432	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8670	chr8	33663127	33663527	401	*	123.8365335	37.87255493	10.80989138	22.05844568	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8671	chr8	33740557	33740957	401	*	76.92875568	26.51078845	4.804396167	12.25469205	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.8672	chr8	34108303	34108703	401	*	60.98011121	62.48971563	8.407693293	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8673	chr8	34159171	34159571	401	*	55.35117787	50.18113528	10.80989138	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.8674	chr8	34250443	34250843	401	*	21.57757781	89.94731795	7.206594251	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8675	chr8	34452824	34453224	401	*	96.63002238	117.4049203	43.2395655	36.76407614	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.8676	chr8	34472556	34472956	401	*	32.8354445	75.74510985	6.005495209	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.8677	chr8	34892226	34892626	401	*	139.785178	31.24485782	98.49012143	29.41126091	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.8678	chr8	34990382	34990782	401	*	50.66040008	93.73457345	6.005495209	4.901876818	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
