seqnames	start	end	vsx2.peak.id	ints_cluster
chr4	82723181	82723581	vsx2_chip_adult_3806	adult
chr4	82837558	82837958	vsx2_chip_adult_3807	adult
chr4	83183238	83183638	vsx2_chip_adult_3808	adult
chr4	83207167	83207567	vsx2_chip_adult_3809	adult
chr4	83334257	83334657	vsx2_chip_adult_3810	adult
chr4	84447068	84447468	vsx2_chip_adult_3811	adult
chr4	84634678	84635078	vsx2_chip_adult_3812	adult
chr4	84876353	84876753	vsx2_chip_adult_3813	adult
chr4	85162778	85163178	vsx2_chip_adult_3814	adult
chr4	85260786	85261186	vsx2_chip_adult_3815	adult
chr4	85262516	85262916	vsx2_chip_adult_3816	adult
chr4	85332884	85333284	vsx2_chip_adult_3817	adult
chr4	85363085	85363485	vsx2_chip_adult_3818	adult
chr4	85391851	85392251	vsx2_chip_adult_3819	adult
chr4	85554984	85555384	vsx2_chip_adult_3820	adult
chr4	85743583	85743983	vsx2_chip_adult_3821	adult
chr4	85873729	85874129	vsx2_chip_adult_3822	adult
chr4	86019514	86019914	vsx2_chip_adult_3823	adult
chr4	88126139	88126539	vsx2_chip_adult_3824	adult
chr4	89040915	89041315	vsx2_chip_adult_3825	adult
chr4	89122257	89122657	vsx2_chip_adult_3826	adult
chr4	90943702	90944102	vsx2_chip_adult_3827	adult
chr4	91237059	91237459	vsx2_chip_adult_3828	adult
chr4	91334747	91335147	vsx2_chip_adult_3829	adult
chr4	92822004	92822404	vsx2_chip_adult_3830	adult
chr4	92833820	92834220	vsx2_chip_adult_3831	adult
chr4	93552834	93553234	vsx2_chip_adult_3832	adult
chr4	94009038	94009438	vsx2_chip_adult_3833	adult
chr4	95161798	95162198	vsx2_chip_adult_3834	adult
chr4	95303967	95304367	vsx2_chip_adult_3835	adult
chr4	95733911	95734311	vsx2_chip_adult_3836	adult
chr4	95929955	95930355	vsx2_chip_adult_3837	adult
chr4	95962887	95963287	vsx2_chip_adult_3838	adult
chr4	96745961	96746361	vsx2_chip_adult_3839	adult
chr4	97280926	97281326	vsx2_chip_adult_3840	adult
chr4	97610646	97611046	vsx2_chip_adult_3841	adult
chr4	97666819	97667219	vsx2_chip_adult_3842	adult
chr4	98914886	98915286	vsx2_chip_adult_3843	adult
chr4	99530404	99530804	vsx2_chip_adult_3844	adult
chr4	100335169	100335569	vsx2_chip_adult_3845	adult
chr4	100553277	100553677	vsx2_chip_adult_3846	adult
chr4	101076361	101076761	vsx2_chip_adult_3847	adult
chr4	101508267	101508667	vsx2_chip_adult_3848	adult
chr4	101998506	101998906	vsx2_chip_adult_3849	adult
chr4	102289710	102290110	vsx2_chip_adult_3850	adult
chr4	102368410	102368810	vsx2_chip_adult_3851	adult
chr4	102390876	102391276	vsx2_chip_adult_3852	adult
chr4	102492682	102493082	vsx2_chip_adult_3853	adult
chr4	102496712	102497112	vsx2_chip_adult_3854	adult
chr4	102505686	102506086	vsx2_chip_adult_3855	adult
chr4	102510840	102511240	vsx2_chip_adult_3856	adult
chr4	102599617	102600017	vsx2_chip_adult_3857	adult
chr4	102855179	102855579	vsx2_chip_adult_3858	adult
chr4	103467515	103467915	vsx2_chip_adult_3859	adult
chr4	104441376	104441776	vsx2_chip_adult_3860	adult
chr4	104443064	104443464	vsx2_chip_adult_3861	adult
chr4	104582650	104583050	vsx2_chip_adult_3862	adult
chr4	104598190	104598590	vsx2_chip_adult_3863	adult
chr4	104684180	104684580	vsx2_chip_adult_3864	adult
chr4	104724251	104724651	vsx2_chip_adult_3865	adult
chr4	104877073	104877473	vsx2_chip_adult_3866	adult
chr4	105071041	105071441	vsx2_chip_adult_3867	adult
chr4	105352305	105352705	vsx2_chip_adult_3868	adult
chr4	105406944	105407344	vsx2_chip_adult_3869	adult
chr4	106953906	106954306	vsx2_chip_adult_3870	adult
chr4	107538018	107538418	vsx2_chip_adult_3871	adult
chr4	107609757	107610157	vsx2_chip_adult_3872	adult
chr4	107660555	107660955	vsx2_chip_adult_3873	adult
chr4	107836776	107837176	vsx2_chip_adult_3874	adult
chr4	107987665	107988065	vsx2_chip_adult_3875	adult
chr4	107990928	107991328	vsx2_chip_adult_3876	adult
chr4	107991891	107992291	vsx2_chip_adult_3877	adult
chr4	109028112	109028512	vsx2_chip_adult_3878	adult
chr4	109342704	109343104	vsx2_chip_adult_3879	adult
chr4	110240026	110240426	vsx2_chip_adult_3880	adult
chr4	111453313	111453713	vsx2_chip_adult_3881	adult
chr4	111545979	111546379	vsx2_chip_adult_3882	adult
chr4	111635601	111636001	vsx2_chip_adult_3883	adult
chr4	111961361	111961761	vsx2_chip_adult_3884	adult
chr4	114999595	114999995	vsx2_chip_adult_3885	adult
chr4	115962903	115963303	vsx2_chip_adult_3886	adult
chr4	117447249	117447649	vsx2_chip_adult_3887	adult
chr4	117471351	117471751	vsx2_chip_adult_3888	adult
chr4	117633804	117634204	vsx2_chip_adult_3889	adult
chr4	117779826	117780226	vsx2_chip_adult_3890	adult
chr4	117997584	117997984	vsx2_chip_adult_3891	adult
chr4	118031026	118031426	vsx2_chip_adult_3892	adult
chr4	118083238	118083638	vsx2_chip_adult_3893	adult
chr4	118668881	118669281	vsx2_chip_adult_3894	adult
chr4	119138232	119138632	vsx2_chip_adult_3895	adult
chr4	119183418	119183818	vsx2_chip_adult_3896	adult
chr4	119223581	119223981	vsx2_chip_adult_3897	adult
chr4	119500174	119500574	vsx2_chip_adult_3898	adult
chr4	119503489	119503889	vsx2_chip_adult_3899	adult
chr4	119516341	119516741	vsx2_chip_adult_3900	adult
chr4	119545657	119546057	vsx2_chip_adult_3901	adult
chr4	119882330	119882730	vsx2_chip_adult_3902	adult
chr4	122834919	122835319	vsx2_chip_adult_3903	adult
chr4	122835813	122836213	vsx2_chip_adult_3904	adult
chr4	123254597	123254997	vsx2_chip_adult_3905	adult
chr4	123570743	123571143	vsx2_chip_adult_3906	adult
chr4	123574359	123574759	vsx2_chip_adult_3907	adult
chr4	123797797	123798197	vsx2_chip_adult_3908	adult
chr4	124028163	124028563	vsx2_chip_adult_3909	adult
chr4	124555303	124555703	vsx2_chip_adult_3910	adult
chr4	124836502	124836902	vsx2_chip_adult_3911	adult
chr4	124906222	124906622	vsx2_chip_adult_3912	adult
chr4	125231847	125232247	vsx2_chip_adult_3913	adult
chr4	125658420	125658820	vsx2_chip_adult_3914	adult
chr4	125932001	125932401	vsx2_chip_adult_3915	adult
chr4	125949678	125950078	vsx2_chip_adult_3916	adult
chr4	126968103	126968503	vsx2_chip_adult_3917	adult
chr4	127452566	127452966	vsx2_chip_adult_3918	adult
chr4	127562638	127563038	vsx2_chip_adult_3919	adult
chr4	127604359	127604759	vsx2_chip_adult_3920	adult
chr4	127810738	127811138	vsx2_chip_adult_3921	adult
chr4	128041905	128042305	vsx2_chip_adult_3922	adult
chr4	128067604	128068004	vsx2_chip_adult_3923	adult
chr4	128118041	128118441	vsx2_chip_adult_3924	adult
chr4	128378907	128379307	vsx2_chip_adult_3925	adult
chr4	128958933	128959333	vsx2_chip_adult_3926	adult
chr4	129375015	129375415	vsx2_chip_adult_3927	adult
chr4	130038925	130039325	vsx2_chip_adult_3928	adult
chr4	130044178	130044578	vsx2_chip_adult_3929	adult
chr4	130721677	130722077	vsx2_chip_adult_3930	adult
chr4	131874363	131874763	vsx2_chip_adult_3931	adult
chr4	131993769	131994169	vsx2_chip_adult_3932	adult
chr4	132176616	132177016	vsx2_chip_adult_3933	adult
chr4	132633552	132633952	vsx2_chip_adult_3934	adult
chr4	132945540	132945940	vsx2_chip_adult_3935	adult
chr4	133130193	133130593	vsx2_chip_adult_3936	adult
chr4	133229542	133229942	vsx2_chip_adult_3937	adult
chr4	133505963	133506363	vsx2_chip_adult_3938	adult
chr4	134198971	134199371	vsx2_chip_adult_3939	adult
chr4	134614919	134615319	vsx2_chip_adult_3940	adult
chr4	135238968	135239368	vsx2_chip_adult_3941	adult
chr4	136467099	136467499	vsx2_chip_adult_3942	adult
chr4	136908542	136908942	vsx2_chip_adult_3943	adult
chr4	136942667	136943067	vsx2_chip_adult_3944	adult
chr4	137642140	137642540	vsx2_chip_adult_3945	adult
chr4	138494889	138495289	vsx2_chip_adult_3946	adult
chr4	138513719	138514119	vsx2_chip_adult_3947	adult
chr4	138689011	138689411	vsx2_chip_adult_3948	adult
chr4	138846029	138846429	vsx2_chip_adult_3949	adult
chr4	139596971	139597371	vsx2_chip_adult_3950	adult
chr4	140084529	140084929	vsx2_chip_adult_3951	adult
chr4	140549991	140550391	vsx2_chip_adult_3952	adult
chr4	140649232	140649632	vsx2_chip_adult_3953	adult
chr4	140879847	140880247	vsx2_chip_adult_3954	adult
chr4	140918670	140919070	vsx2_chip_adult_3955	adult
chr4	141012021	141012421	vsx2_chip_adult_3956	adult
chr4	141535487	141535887	vsx2_chip_adult_3957	adult
chr4	142808651	142809051	vsx2_chip_adult_3958	adult
chr4	143330516	143330916	vsx2_chip_adult_3959	adult
chr4	144027816	144028216	vsx2_chip_adult_3960	adult
chr4	144310380	144310780	vsx2_chip_adult_3961	adult
chr4	144896352	144896752	vsx2_chip_adult_3962	adult
chr4	148215479	148215879	vsx2_chip_adult_3963	adult
chr4	148914781	148915181	vsx2_chip_adult_3964	adult
chr4	149772336	149772736	vsx2_chip_adult_3965	adult
chr4	149986986	149987386	vsx2_chip_adult_3966	adult
chr4	149988307	149988707	vsx2_chip_adult_3967	adult
chr4	150297244	150297644	vsx2_chip_adult_3968	adult
chr4	150371111	150371511	vsx2_chip_adult_3969	adult
chr4	150746048	150746448	vsx2_chip_adult_3970	adult
chr4	150846204	150846604	vsx2_chip_adult_3971	adult
chr4	150956883	150957283	vsx2_chip_adult_3972	adult
chr4	151517120	151517520	vsx2_chip_adult_3973	adult
chr4	152245783	152246183	vsx2_chip_adult_3974	adult
chr4	152453056	152453456	vsx2_chip_adult_3975	adult
chr4	152674153	152674553	vsx2_chip_adult_3976	adult
chr4	152878901	152879301	vsx2_chip_adult_3977	adult
chr4	152948951	152949351	vsx2_chip_adult_3978	adult
chr4	153560187	153560587	vsx2_chip_adult_3979	adult
chr4	153692786	153693186	vsx2_chip_adult_3980	adult
chr4	153859972	153860372	vsx2_chip_adult_3981	adult
chr4	154760971	154761371	vsx2_chip_adult_3982	adult
chr4	155453176	155453576	vsx2_chip_adult_3983	adult
chr4	155721580	155721980	vsx2_chip_adult_3984	adult
chr4	155943535	155943935	vsx2_chip_adult_3985	adult
chr4	156182355	156182755	vsx2_chip_adult_3986	adult
chr5	3289866	3290266	vsx2_chip_adult_3987	adult
chr5	3477408	3477808	vsx2_chip_adult_3988	adult
chr5	4427806	4428206	vsx2_chip_adult_3989	adult
chr5	4473500	4473900	vsx2_chip_adult_3990	adult
chr5	4919448	4919848	vsx2_chip_adult_3991	adult
chr5	5095554	5095954	vsx2_chip_adult_3992	adult
chr5	5693325	5693725	vsx2_chip_adult_3993	adult
chr5	5719674	5720074	vsx2_chip_adult_3994	adult
chr5	5845865	5846265	vsx2_chip_adult_3995	adult
chr5	5959737	5960137	vsx2_chip_adult_3996	adult
chr5	6204170	6204570	vsx2_chip_adult_3997	adult
chr5	7643473	7643873	vsx2_chip_adult_3998	adult
chr5	8110082	8110482	vsx2_chip_adult_3999	adult
chr5	8367922	8368322	vsx2_chip_adult_4000	adult
chr5	9398175	9398575	vsx2_chip_adult_4001	adult
chr5	10633205	10633605	vsx2_chip_adult_4002	adult
chr5	13314019	13314419	vsx2_chip_adult_4003	adult
chr5	13955673	13956073	vsx2_chip_adult_4004	adult
chr5	14026527	14026927	vsx2_chip_adult_4005	adult
chr5	14049705	14050105	vsx2_chip_adult_4006	adult
chr5	15906227	15906627	vsx2_chip_adult_4007	adult
chr5	16015925	16016325	vsx2_chip_adult_4008	adult
chr5	16238155	16238555	vsx2_chip_adult_4009	adult
chr5	17586829	17587229	vsx2_chip_adult_4010	adult
chr5	19234859	19235259	vsx2_chip_adult_4011	adult
chr5	21420580	21420980	vsx2_chip_adult_4012	adult
chr5	22208664	22209064	vsx2_chip_adult_4013	adult
chr5	22285378	22285778	vsx2_chip_adult_4014	adult
chr5	22306955	22307355	vsx2_chip_adult_4015	adult
chr5	22752780	22753180	vsx2_chip_adult_4016	adult
chr5	23407484	23407884	vsx2_chip_adult_4017	adult
chr5	23826361	23826761	vsx2_chip_adult_4018	adult
chr5	24188910	24189310	vsx2_chip_adult_4019	adult
chr5	24275594	24275994	vsx2_chip_adult_4020	adult
chr5	24373811	24374211	vsx2_chip_adult_4021	adult
chr5	25420586	25420986	vsx2_chip_adult_4022	adult
chr5	25552440	25552840	vsx2_chip_adult_4023	adult
chr5	25652350	25652750	vsx2_chip_adult_4024	adult
chr5	25666095	25666495	vsx2_chip_adult_4025	adult
chr5	26210956	26211356	vsx2_chip_adult_4026	adult
chr5	27322783	27323183	vsx2_chip_adult_4027	adult
chr5	27615908	27616308	vsx2_chip_adult_4028	adult
chr5	28739563	28739963	vsx2_chip_adult_4029	adult
chr5	28821092	28821492	vsx2_chip_adult_4030	adult
chr5	29084899	29085299	vsx2_chip_adult_4031	adult
chr5	30580751	30581151	vsx2_chip_adult_4032	adult
chr5	30734661	30735061	vsx2_chip_adult_4033	adult
chr5	31220707	31221107	vsx2_chip_adult_4034	adult
chr5	31328226	31328626	vsx2_chip_adult_4035	adult
chr5	31655031	31655431	vsx2_chip_adult_4036	adult
chr5	32365113	32365513	vsx2_chip_adult_4037	adult
chr5	33293776	33294176	vsx2_chip_adult_4038	adult
chr5	33562406	33562806	vsx2_chip_adult_4039	adult
chr5	35305337	35305737	vsx2_chip_adult_4040	adult
chr5	35466393	35466793	vsx2_chip_adult_4041	adult
chr5	35936743	35937143	vsx2_chip_adult_4042	adult
chr5	36141769	36142169	vsx2_chip_adult_4043	adult
chr5	36144785	36145185	vsx2_chip_adult_4044	adult
chr5	36153293	36153693	vsx2_chip_adult_4045	adult
chr5	36165742	36166142	vsx2_chip_adult_4046	adult
chr5	37219022	37219422	vsx2_chip_adult_4047	adult
chr5	37244351	37244751	vsx2_chip_adult_4048	adult
chr5	37263978	37264378	vsx2_chip_adult_4049	adult
chr5	37769012	37769412	vsx2_chip_adult_4050	adult
chr5	38194974	38195374	vsx2_chip_adult_4051	adult
chr5	38365535	38365935	vsx2_chip_adult_4052	adult
chr5	38491786	38492186	vsx2_chip_adult_4053	adult
chr5	38632460	38632860	vsx2_chip_adult_4054	adult
chr5	38636331	38636731	vsx2_chip_adult_4055	adult
chr5	38881725	38882125	vsx2_chip_adult_4056	adult
chr5	38894334	38894734	vsx2_chip_adult_4057	adult
chr5	40033738	40034138	vsx2_chip_adult_4058	adult
chr5	41684990	41685390	vsx2_chip_adult_4059	adult
chr5	41700054	41700454	vsx2_chip_adult_4060	adult
chr5	42339446	42339846	vsx2_chip_adult_4061	adult
chr5	43087678	43088078	vsx2_chip_adult_4062	adult
chr5	43088697	43089097	vsx2_chip_adult_4063	adult
chr5	43232791	43233191	vsx2_chip_adult_4064	adult
chr5	43236515	43236915	vsx2_chip_adult_4065	adult
chr5	43260576	43260976	vsx2_chip_adult_4066	adult
chr5	43282552	43282952	vsx2_chip_adult_4067	adult
chr5	43339746	43340146	vsx2_chip_adult_4068	adult
chr5	44184913	44185313	vsx2_chip_adult_4069	adult
chr5	44261351	44261751	vsx2_chip_adult_4070	adult
chr5	44615819	44616219	vsx2_chip_adult_4071	adult
chr5	44646440	44646840	vsx2_chip_adult_4072	adult
chr5	45595634	45596034	vsx2_chip_adult_4073	adult
chr5	45627770	45628170	vsx2_chip_adult_4074	adult
chr5	46021956	46022356	vsx2_chip_adult_4075	adult
chr5	46028500	46028900	vsx2_chip_adult_4076	adult
chr5	46033097	46033497	vsx2_chip_adult_4077	adult
chr5	46042649	46043049	vsx2_chip_adult_4078	adult
chr5	46845472	46845872	vsx2_chip_adult_4079	adult
chr5	48372127	48372527	vsx2_chip_adult_4080	adult
chr5	48583270	48583670	vsx2_chip_adult_4081	adult
chr5	49562845	49563245	vsx2_chip_adult_4082	adult
chr5	49887735	49888135	vsx2_chip_adult_4083	adult
chr5	50066870	50067270	vsx2_chip_adult_4084	adult
chr5	52165160	52165560	vsx2_chip_adult_4085	adult
chr5	52216320	52216720	vsx2_chip_adult_4086	adult
chr5	52307095	52307495	vsx2_chip_adult_4087	adult
chr5	52680964	52681364	vsx2_chip_adult_4088	adult
chr5	53412530	53412930	vsx2_chip_adult_4089	adult
chr5	53871972	53872372	vsx2_chip_adult_4090	adult
chr5	54018964	54019364	vsx2_chip_adult_4091	adult
chr5	54181310	54181710	vsx2_chip_adult_4092	adult
chr5	54280138	54280538	vsx2_chip_adult_4093	adult
chr5	56692936	56693336	vsx2_chip_adult_4094	adult
chr5	58531604	58532004	vsx2_chip_adult_4095	adult
chr5	59712066	59712466	vsx2_chip_adult_4096	adult
chr5	61637170	61637570	vsx2_chip_adult_4097	adult
chr5	63051484	63051884	vsx2_chip_adult_4098	adult
chr5	63723459	63723859	vsx2_chip_adult_4099	adult
chr5	65051180	65051580	vsx2_chip_adult_4100	adult
chr5	65093473	65093873	vsx2_chip_adult_4101	adult
chr5	65145467	65145867	vsx2_chip_adult_4102	adult
chr5	65182240	65182640	vsx2_chip_adult_4103	adult
chr5	65779582	65779982	vsx2_chip_adult_4104	adult
chr5	66809038	66809438	vsx2_chip_adult_4105	adult
chr5	66913204	66913604	vsx2_chip_adult_4106	adult
chr5	66920486	66920886	vsx2_chip_adult_4107	adult
chr5	66932837	66933237	vsx2_chip_adult_4108	adult
chr5	67465451	67465851	vsx2_chip_adult_4109	adult
chr5	67777903	67778303	vsx2_chip_adult_4110	adult
chr5	68894272	68894672	vsx2_chip_adult_4111	adult
chr5	69159614	69160014	vsx2_chip_adult_4112	adult
chr5	69704185	69704585	vsx2_chip_adult_4113	adult
chr5	69806991	69807391	vsx2_chip_adult_4114	adult
chr5	69837531	69837931	vsx2_chip_adult_4115	adult
chr5	71177283	71177683	vsx2_chip_adult_4116	adult
chr5	72816460	72816860	vsx2_chip_adult_4117	adult
chr5	73209690	73210090	vsx2_chip_adult_4118	adult
chr5	73331019	73331419	vsx2_chip_adult_4119	adult
chr5	74289932	74290332	vsx2_chip_adult_4120	adult
chr5	74433060	74433460	vsx2_chip_adult_4121	adult
chr5	74433884	74434284	vsx2_chip_adult_4122	adult
chr5	74767885	74768285	vsx2_chip_adult_4123	adult
chr5	76346070	76346470	vsx2_chip_adult_4124	adult
chr5	76413853	76414253	vsx2_chip_adult_4125	adult
chr5	77473597	77473997	vsx2_chip_adult_4126	adult
chr5	77553093	77553493	vsx2_chip_adult_4127	adult
chr5	77581159	77581559	vsx2_chip_adult_4128	adult
chr5	81916669	81917069	vsx2_chip_adult_4129	adult
chr5	83518665	83519065	vsx2_chip_adult_4130	adult
chr5	84346652	84347052	vsx2_chip_adult_4131	adult
chr5	85239529	85239929	vsx2_chip_adult_4132	adult
chr5	86352956	86353356	vsx2_chip_adult_4133	adult
chr5	88364730	88365130	vsx2_chip_adult_4134	adult
chr5	88426700	88427100	vsx2_chip_adult_4135	adult
chr5	88829918	88830318	vsx2_chip_adult_4136	adult
chr5	88843023	88843423	vsx2_chip_adult_4137	adult
chr5	89819484	89819884	vsx2_chip_adult_4138	adult
chr5	90656699	90657099	vsx2_chip_adult_4139	adult
chr5	90951466	90951866	vsx2_chip_adult_4140	adult
chr5	90977180	90977580	vsx2_chip_adult_4141	adult
chr5	91170836	91171236	vsx2_chip_adult_4142	adult
chr5	91222540	91222940	vsx2_chip_adult_4143	adult
chr5	92176687	92177087	vsx2_chip_adult_4144	adult
chr5	93033818	93034218	vsx2_chip_adult_4145	adult
chr5	93206554	93206954	vsx2_chip_adult_4146	adult
chr5	93235934	93236334	vsx2_chip_adult_4147	adult
chr5	93267120	93267520	vsx2_chip_adult_4148	adult
chr5	95968444	95968844	vsx2_chip_adult_4149	adult
chr5	96037846	96038246	vsx2_chip_adult_4150	adult
chr5	96162765	96163165	vsx2_chip_adult_4151	adult
chr5	96198362	96198762	vsx2_chip_adult_4152	adult
chr5	96306223	96306623	vsx2_chip_adult_4153	adult
chr5	96441717	96442117	vsx2_chip_adult_4154	adult
chr5	97077671	97078071	vsx2_chip_adult_4155	adult
chr5	97258918	97259318	vsx2_chip_adult_4156	adult
chr5	97844936	97845336	vsx2_chip_adult_4157	adult
chr5	98138059	98138459	vsx2_chip_adult_4158	adult
chr5	98168594	98168994	vsx2_chip_adult_4159	adult
chr5	98179677	98180077	vsx2_chip_adult_4160	adult
chr5	99390386	99390786	vsx2_chip_adult_4161	adult
chr5	99542435	99542835	vsx2_chip_adult_4162	adult
chr5	100079914	100080314	vsx2_chip_adult_4163	adult
chr5	100206466	100206866	vsx2_chip_adult_4164	adult
chr5	101372451	101372851	vsx2_chip_adult_4165	adult
chr5	102021975	102022375	vsx2_chip_adult_4166	adult
chr5	102171860	102172260	vsx2_chip_adult_4167	adult
chr5	102179763	102180163	vsx2_chip_adult_4168	adult
chr5	102199730	102200130	vsx2_chip_adult_4169	adult
chr5	102366572	102366972	vsx2_chip_adult_4170	adult
chr5	103207857	103208257	vsx2_chip_adult_4171	adult
chr5	103302288	103302688	vsx2_chip_adult_4172	adult
chr5	103537570	103537970	vsx2_chip_adult_4173	adult
chr5	103759566	103759966	vsx2_chip_adult_4174	adult
chr5	103788326	103788726	vsx2_chip_adult_4175	adult
chr5	103845469	103845869	vsx2_chip_adult_4176	adult
chr5	103891893	103892293	vsx2_chip_adult_4177	adult
chr5	103912229	103912629	vsx2_chip_adult_4178	adult
chr5	103927343	103927743	vsx2_chip_adult_4179	adult
chr5	104465104	104465504	vsx2_chip_adult_4180	adult
chr5	105441177	105441577	vsx2_chip_adult_4181	adult
chr5	105492688	105493088	vsx2_chip_adult_4182	adult
chr5	106756639	106757039	vsx2_chip_adult_4183	adult
chr5	106772892	106773292	vsx2_chip_adult_4184	adult
chr5	107497723	107498123	vsx2_chip_adult_4185	adult
chr5	108397364	108397764	vsx2_chip_adult_4186	adult
chr5	108665089	108665489	vsx2_chip_adult_4187	adult
chr5	110472216	110472616	vsx2_chip_adult_4188	adult
chr5	110802147	110802547	vsx2_chip_adult_4189	adult
chr5	111038716	111039116	vsx2_chip_adult_4190	adult
chr5	111056739	111057139	vsx2_chip_adult_4191	adult
chr5	111201105	111201505	vsx2_chip_adult_4192	adult
chr5	111317528	111317928	vsx2_chip_adult_4193	adult
chr5	111823780	111824180	vsx2_chip_adult_4194	adult
chr5	112020850	112021250	vsx2_chip_adult_4195	adult
chr5	112035398	112035798	vsx2_chip_adult_4196	adult
chr5	112041374	112041774	vsx2_chip_adult_4197	adult
chr5	112853089	112853489	vsx2_chip_adult_4198	adult
chr5	113396295	113396695	vsx2_chip_adult_4199	adult
chr5	113418520	113418920	vsx2_chip_adult_4200	adult
chr5	113469359	113469759	vsx2_chip_adult_4201	adult
chr5	113872833	113873233	vsx2_chip_adult_4202	adult
chr5	114087870	114088270	vsx2_chip_adult_4203	adult
chr5	114139113	114139513	vsx2_chip_adult_4204	adult
chr5	114282287	114282687	vsx2_chip_adult_4205	adult
chr5	114296908	114297308	vsx2_chip_adult_4206	adult
chr5	114467472	114467872	vsx2_chip_adult_4207	adult
chr5	115166421	115166821	vsx2_chip_adult_4208	adult
chr5	116507038	116507438	vsx2_chip_adult_4209	adult
chr5	116553132	116553532	vsx2_chip_adult_4210	adult
chr5	116572013	116572413	vsx2_chip_adult_4211	adult
chr5	117712109	117712509	vsx2_chip_adult_4212	adult
chr5	118089152	118089552	vsx2_chip_adult_4213	adult
chr5	118167344	118167744	vsx2_chip_adult_4214	adult
chr5	118582756	118583156	vsx2_chip_adult_4215	adult
chr5	118594835	118595235	vsx2_chip_adult_4216	adult
chr5	118619236	118619636	vsx2_chip_adult_4217	adult
chr5	118715532	118715932	vsx2_chip_adult_4218	adult
chr5	119459817	119460217	vsx2_chip_adult_4219	adult
chr5	120493951	120494351	vsx2_chip_adult_4220	adult
chr5	121076777	121077177	vsx2_chip_adult_4221	adult
chr5	121142410	121142810	vsx2_chip_adult_4222	adult
chr5	121270384	121270784	vsx2_chip_adult_4223	adult
chr5	121276793	121277193	vsx2_chip_adult_4224	adult
chr5	121384271	121384671	vsx2_chip_adult_4225	adult
chr5	121397687	121398087	vsx2_chip_adult_4226	adult
chr5	121995039	121995439	vsx2_chip_adult_4227	adult
chr5	122166346	122166746	vsx2_chip_adult_4228	adult
chr5	122267974	122268374	vsx2_chip_adult_4229	adult
chr5	122558574	122558974	vsx2_chip_adult_4230	adult
chr5	122602884	122603284	vsx2_chip_adult_4231	adult
chr5	123604497	123604897	vsx2_chip_adult_4232	adult
chr5	123747649	123748049	vsx2_chip_adult_4233	adult
chr5	123972566	123972966	vsx2_chip_adult_4234	adult
chr5	124358807	124359207	vsx2_chip_adult_4235	adult
chr5	124628734	124629134	vsx2_chip_adult_4236	adult
chr5	125238141	125238541	vsx2_chip_adult_4237	adult
chr5	125680653	125681053	vsx2_chip_adult_4238	adult
chr5	125785196	125785596	vsx2_chip_adult_4239	adult
chr5	125946657	125947057	vsx2_chip_adult_4240	adult
chr5	126061151	126061551	vsx2_chip_adult_4241	adult
chr5	126324685	126325085	vsx2_chip_adult_4242	adult
chr5	126752784	126753184	vsx2_chip_adult_4243	adult
chr5	126859689	126860089	vsx2_chip_adult_4244	adult
chr5	126980030	126980430	vsx2_chip_adult_4245	adult
chr5	127269835	127270235	vsx2_chip_adult_4246	adult
chr5	127347323	127347723	vsx2_chip_adult_4247	adult
chr5	127505915	127506315	vsx2_chip_adult_4248	adult
chr5	127781248	127781648	vsx2_chip_adult_4249	adult
chr5	127831747	127832147	vsx2_chip_adult_4250	adult
chr5	127912719	127913119	vsx2_chip_adult_4251	adult
chr5	127914171	127914571	vsx2_chip_adult_4252	adult
chr5	127918334	127918734	vsx2_chip_adult_4253	adult
chr5	127920121	127920521	vsx2_chip_adult_4254	adult
chr5	127985184	127985584	vsx2_chip_adult_4255	adult
chr5	128142343	128142743	vsx2_chip_adult_4256	adult
chr5	128211444	128211844	vsx2_chip_adult_4257	adult
chr5	128297930	128298330	vsx2_chip_adult_4258	adult
chr5	128358539	128358939	vsx2_chip_adult_4259	adult
chr5	128369120	128369520	vsx2_chip_adult_4260	adult
chr5	128442378	128442778	vsx2_chip_adult_4261	adult
chr5	128810066	128810466	vsx2_chip_adult_4262	adult
chr5	129364980	129365380	vsx2_chip_adult_4263	adult
chr5	129583826	129584226	vsx2_chip_adult_4264	adult
chr5	130044062	130044462	vsx2_chip_adult_4265	adult
chr5	130048992	130049392	vsx2_chip_adult_4266	adult
chr5	130050401	130050801	vsx2_chip_adult_4267	adult
chr5	130111425	130111825	vsx2_chip_adult_4268	adult
chr5	131083005	131083405	vsx2_chip_adult_4269	adult
chr5	131417656	131418056	vsx2_chip_adult_4270	adult
chr5	131435450	131435850	vsx2_chip_adult_4271	adult
chr5	131497113	131497513	vsx2_chip_adult_4272	adult
chr5	131528594	131528994	vsx2_chip_adult_4273	adult
chr5	131549272	131549672	vsx2_chip_adult_4274	adult
chr5	131600400	131600800	vsx2_chip_adult_4275	adult
chr5	131650287	131650687	vsx2_chip_adult_4276	adult
chr5	131856616	131857016	vsx2_chip_adult_4277	adult
chr5	131865255	131865655	vsx2_chip_adult_4278	adult
chr5	132115693	132116093	vsx2_chip_adult_4279	adult
chr5	132209720	132210120	vsx2_chip_adult_4280	adult
chr5	132229707	132230107	vsx2_chip_adult_4281	adult
chr5	132305480	132305880	vsx2_chip_adult_4282	adult
chr5	132332181	132332581	vsx2_chip_adult_4283	adult
chr5	132409242	132409642	vsx2_chip_adult_4284	adult
chr5	132591634	132592034	vsx2_chip_adult_4285	adult
chr5	132719401	132719801	vsx2_chip_adult_4286	adult
