gene	k50_group	q50_group	GENEID	p10.ehet.lfc	p10.ehet.padj	p10.ehom.lfc	p10.ehom.padj	p10.khet.lfc	p10.khet.padj	p10.khom.lfc	p10.khom.padj	p10.rhom.lfc	p10.rhom.padj	p21.ehet.lfc	p21.ehet.padj	p21.ehom.lfc	p21.ehom.padj	p21.khet.lfc	p21.khet.padj	p21.khom.lfc	p21.khom.padj	p21.rhom.lfc	p21.rhom.padj
Rpl26	1	0	ENSMUSG00000060938	0.528917044	0.098626991	-0.063924835	0.846728562	-0.040560597	0.933013694	-0.041483728	0.924016782	0.008918903	0.980175406	0.037280739	0.824861459	-0.041991307	0.905374326	-0.250884342	0.375913076	-0.047891869	0.913337996	-0.138393118	0.620754187
Rpl27a	3	3	ENSMUSG00000046364	0.643169209	0.016959329	-0.056030619	0.857443249	-0.039058823	0.947654117	0.189763022	0.540193533	-0.807733858	0.002840101	-0.22191975	0.113012258	-0.258001315	0.095677718	-0.34814284	0.014899362	-0.141691268	0.382134016	-0.1022306	0.640557027
Rpl3	0	0	ENSMUSG00000060036	0.192639495	0.3884305	-0.010045036	0.97269989	-0.22168988	0.453157301	-0.310290534	0.198270462	0.061262407	0.827711851	0.151290336	0.346668609	0.068267595	0.797376107	0.139810367	0.474511749	-0.251580307	0.186032582	-0.224740706	0.263660469
Rpl30	3	3	ENSMUSG00000058600	0.141932061	0.59439462	-0.020655591	0.956776725	0.107620834	0.80155458	0.062513757	0.874889225	-1.341170107	3.01e-05	-0.30406335	0.070515898	-0.419043922	0.018684914	-0.163665769	0.404523494	-0.211160393	0.284152281	-0.264181146	0.178020468
Rpl31	3	3	ENSMUSG00000073702	0.010131014	0.978090496	-0.204545945	0.501815961	0.053070448	0.915473156	0.116319923	0.764598751	-2.264415	2.62e-10	-0.543032932	0.006990617	-0.381169693	0.067838176	-0.602625115	0.002608795	-0.409040138	0.050471458	-0.159612246	0.533375242
Rpl32	0	0	ENSMUSG00000057841	0.655966096	0.017729607	-0.046189702	0.882461176	-0.001727345	0.998402711	0.209009257	0.508166105	-1.066969765	0.00017344	-0.18600514	0.172632841	-0.205568938	0.197609361	-0.228399729	0.117349221	-0.037360172	0.841593005	-0.179227639	0.28954703
Rpl36	0	0	ENSMUSG00000057863	0.576036209	0.02688038	-0.200997287	0.49929828	-0.050501708	0.919924132	0.063254949	0.861259392	-0.642063714	0.013901734	-0.410244642	0.006302881	-0.38588119	0.011684069	-0.711219698	3.99e-07	-0.340691813	0.02635396	-0.268299169	0.096803579
Rpl38	1	0	ENSMUSG00000057322	0.126938001	0.627633801	-0.139100087	0.639711302	0.004332267	0.996213936	0.140164994	0.666812538	-1.63003068	3.91e-09	-0.527154386	0.002965166	-0.549431162	0.00150659	-0.596832917	0.000550394	-0.24099373	0.21649927	-0.242948307	0.225633179
Rpl39	0	0	ENSMUSG00000079641	0.225545335	0.376460238	-0.027261925	0.938478399	-0.002251466	0.99650968	0.034779221	0.931133646	-1.833836682	2.88e-10	-0.080244923	0.646542639	-0.325058085	0.105765427	-0.368432019	0.054868057	-0.199062897	0.352487705	-0.290027642	0.155505021
Rpl4	2	2	ENSMUSG00000032399	0.566440379	0.021603354	-0.073187995	0.820924802	0.002117731	0.994813081	0.18792637	0.512674478	-0.298461751	0.222255196	-0.397719613	0.000318945	-0.356631869	0.001199689	-0.262000157	0.024096739	0.055896943	0.704572227	-0.118091845	0.462783013
Rpl41	0	0	ENSMUSG00000093674	0.567265196	0.024310269	0.004109073	0.993284663	0.065014205	0.895009176	0.254781055	0.360037979	-1.024795607	5.94e-05	-0.176244771	0.172734791	-0.201935399	0.174049184	-0.114374512	0.453889193	0.184574983	0.183377737	-0.171760511	0.284471629
Rplp0	3	0	ENSMUSG00000067274	-0.203685954	0.439858202	-0.139196258	0.649855717	-0.085693356	0.83032326	-0.182552493	0.619911757	-0.379208803	0.206169698	-0.016330224	0.925527191	-0.115752729	0.713680204	-0.270887228	0.339115361	-0.563136184	0.120226641	-0.551484562	0.093247984
Rplp1	1	3	ENSMUSG00000007892	0.57782183	0.038123407	-0.107887341	0.730440707	-0.008441865	0.996335341	0.166900036	0.608415805	-1.387125647	2.09e-06	-0.24881124	0.095696408	-0.516708439	0.000552161	-0.779291737	7e-08	-0.406497001	0.008418717	-0.462054794	0.00239964
Rpp21	1	0	ENSMUSG00000024446	1.036648429	0.000307184	0.501454496	0.080093377	-0.363296348	0.22720717	-0.398746349	0.167073451	-1.583255555	4.73e-08	0.229902293	0.177208569	0.740175519	2.26e-05	-0.273299066	0.165311285	-0.34138733	0.087269679	-0.230661029	0.285037305
Rpp25	3	1	ENSMUSG00000062309	0.555908115	0.070584246	-0.110554687	0.727385656	0.0494403	0.919924132	0.258100338	0.453543809	0.465053022	0.123401098	-0.410247631	0.054325623	-0.402598178	0.088962068	-0.568331523	0.013738681	-0.309875419	0.213107665	-0.23998378	0.334532731
Rpp30	1	0	ENSMUSG00000024800	0.375643839	0.062371152	0.242149973	0.298177573	0.069084194	0.8799326	0.193549157	0.417147091	-0.550815048	0.006108428	0.096667209	0.510123333	-0.024419269	0.924698046	0.095796598	0.57866812	-0.152412466	0.354600672	-0.210732804	0.213037711
Rprd1b	1	0	ENSMUSG00000027651	-0.183059193	0.380956446	-0.244278946	0.288330244	0.019106579	0.973171799	-0.236274503	0.294999316	-0.244009675	0.246609123	-0.209371856	0.158346256	-0.199446399	0.286170253	-0.465525275	0.001818915	-0.130116118	0.467782825	-0.524740501	0.000399621
Rps11	1	0	ENSMUSG00000003429	0.565384461	0.029834803	-0.113637912	0.689849184	-0.074225605	0.875352134	0.029881799	0.939352956	-1.002573169	0.000193103	-0.268200251	0.032141344	-0.231317375	0.093434168	-0.594500936	3.25e-07	-0.231053861	0.077985565	-0.25611709	0.059572818
Rps15	1	1	ENSMUSG00000063457	0.157543165	0.556995147	-0.173238265	0.562257742	-0.161963466	0.630660246	-0.810399798	0.015963293	-0.717578591	0.027017208	-0.002029884	0.987956016	-0.187792455	0.516931817	-0.051032346	0.852178109	-0.401413313	0.170702338	-0.623990019	0.028866294
Rps15a	3	3	ENSMUSG00000008683	0.291184009	0.234415692	-0.243959895	0.397148445	-0.027553843	0.964461112	0.116561452	0.726835203	-0.995274958	0.000240602	-0.201301209	0.064073401	-0.225271435	0.049418972	-0.15218379	0.199564789	0.033450468	0.815777198	-0.080754134	0.638188706
Rps19	1	0	ENSMUSG00000040952	0.33486568	0.180660018	-0.446160537	0.108434005	-0.135424314	0.728899983	0.071834935	0.856601133	-1.459226284	1.14e-07	-0.3549144	0.016110246	-0.436682807	0.003458386	-0.413898639	0.005990929	-0.188603338	0.261097727	-0.182558032	0.326622263
Rps24	3	3	ENSMUSG00000025290	0.533422693	0.044636643	-0.044754578	0.888614877	-0.040300565	0.944043264	0.055501103	0.87147371	-0.742037808	0.006958697	-0.074644272	0.542577608	-0.320600478	0.004091165	-0.093792935	0.4868798	-0.147678378	0.234310959	-0.149549773	0.294632031
Rps26	3	0	ENSMUSG00000025362	0.382345295	0.13027937	-0.248189069	0.396880667	-0.071677906	0.879577318	0.218243506	0.468769632	-0.482625673	0.073557719	-0.320638968	0.014810197	-0.382015159	0.003026061	-0.144849923	0.353922553	0.332095131	0.011973127	-0.024187204	0.957724027
Rps27l	1	0	ENSMUSG00000036781	0.114537433	0.658906493	0.101878284	0.736413177	-0.076156374	0.828146887	0.205843067	0.585041421	-1.81808476	0.001062094	0.240356434		-0.145721023		-0.09738354	0.696557348	0.118193781	0.791951526	0.062564306	0.808416711
Rps29	3	2	ENSMUSG00000034892	0.104056586	0.699206574	-0.016412593	0.962669902	0.049071556	0.92516156	0.175179294	0.586812489	-1.558354921	4.62e-08	-0.452426352	0.040461513	-0.462445328	0.053309432	-0.755883925	0.001306566	-0.578499541	0.015148619	-0.219892196	0.382847095
Rps5	0	1	ENSMUSG00000012848	0.236908251	0.37240739	-0.18116403	0.551384126	0.004675742	0.995040441	-0.145639009	0.697062616	-0.431728033	0.154306373	-0.155847629	0.390897908	-0.349528659	0.221636082	-0.160176386	0.557265559	-0.137291695	0.689043844	0.163651699	0.574188854
Rps6ka2	3	3	ENSMUSG00000023809	0.32262919	0.051244618	0.181619762	0.366025119	-0.773939974	6.97e-07	-0.095668996	0.650453836	-0.369901865	0.02183389	-0.041814917	0.761858238	-0.033941771	0.871823131	-1.284424353	3.99e-34	-0.067813524	0.659614531	-0.077476286	0.709803833
Rps6ka4	3	0	ENSMUSG00000024952	0.316316469	0.206864464	-0.137585717	0.644676437	0.233055604	0.47209304	0.841917373	0.001797326	0.197504419	0.464229502	-0.373569345	0.03090522	-0.08157246	0.760296299	-0.194900129	0.315001084	0.491908343	0.004743089	0.102562187	0.709803833
Rps6ka5	3	3	ENSMUSG00000021180	-0.518200909	0.000993945	0.03677007	0.89246485	1.062043179	1.84e-13	0.928657483	6.31e-11	0.228840451	0.174052586	-0.265675516	0.012130725	-0.18311462	0.123655764	0.649976003	5.76e-13	1.221646654	3.39e-45	-0.033684948	0.871652185
Rps6kb1	1	0	ENSMUSG00000020516	-0.244384788	0.092731639	-0.066624754	0.760161556	-0.13938777	0.592286715	-0.184181069	0.216912524	-0.090918513	0.615119088	0.053765834	0.642318914	-0.022468159	0.902054632	-0.181892547	0.083581568	-0.186197412	0.065882626	-0.334622761	0.00041328
Rps7	1	0	ENSMUSG00000061477	0.287572209	0.250983933	-0.104369522	0.737983553	-0.033828295	0.958505788	0.157862685	0.616062411	-1.57833351	5.62e-08	-0.190648495	0.120762309	-0.346180165	0.004668894	-0.313916801	0.011120723	-0.199078876	0.130462558	-0.330368463	0.00768131
Rps9	1	1	ENSMUSG00000006333	0.2191538	0.355626361	-0.035963477	0.914977403	-0.173141127	0.610568896	-0.367655901	0.160757283	-0.424370159	0.080728258	0.489243859	0.00400596	0.420159659	0.015156268	-0.080948276	0.705564601	0.160482924	0.426566997	0.068652242	0.817567473
Rpusd3	3	0	ENSMUSG00000051169	-0.054312405	0.837738569	-0.359816373	0.154511682	-1.086465744	1.14e-05	-1.435830503	1.63e-09	-0.949353667	6.5e-05	0.118117036	0.499955958	-0.031829023	0.922968333	-0.71049811	0.000628176	-0.867680206	2.68e-05	-0.975820926	3.32e-06
Rraga	0	0	ENSMUSG00000070934	-1.19375904	2.84e-11	-2.03483071	3.9e-31	-1.195770674	2.08e-11	-1.271848413	3.51e-13	-0.831828678	4.83e-06	-0.398321575	0.001501502	-0.399938131	0.001409678	-0.295814431	0.02317738	-0.083764089	0.597042181	-0.133443487	0.467582927
Rragc	3	2	ENSMUSG00000028646	0.095677732	0.651124706	-0.096700803	0.692083258	-0.064164054	0.877627387	-0.136065388	0.554509685	-0.023684663	0.932065121	-0.235650199	0.113283043	0.065728365	0.795173504	-0.230609531	0.154921244	0.097472126	0.610714114	-0.048746623	0.853047463
Rras	2	3	ENSMUSG00000038387	0.235764418	0.373788409	-0.264828103	0.388861763	0.055625835	0.90270206	0.29212133	0.410179032	-0.282073267	0.326781546	-0.27797036	0.152544527	0.296757785	0.214988701	-0.462149845	0.044803033	0.478643931	0.035562359	0.109808299	0.714384548
Rrm1	1	0	ENSMUSG00000030978	-0.137988726	0.486621769	-0.327395215	0.079992899	-0.271190344	0.19004326	-0.061370614	0.798867593	-0.220285218	0.224806525	-0.185146495	0.070870764	-0.029618586	0.858296612	-0.01075183	0.928298176	0.188495668	0.055895717	-0.066521774	0.675775878
Rrp15	1	1	ENSMUSG00000001305	0.242533071	0.32488424	-0.103000973	0.736685148	0.115901675	0.781092645	0.051210652	0.888252581	-0.242996097	0.348955158	0.05878913	0.746111012	0.010883161	0.973500099	0.220154665	0.277723864	0.01116808	0.96609565	-0.043318863	0.900875749
Rs1	2	3	ENSMUSG00000031293	-0.071306768	0.680058391	-0.003535804	0.983594406	-0.001700303	0.99598756	-0.08780232	0.78767845	-0.214043635	0.229822926	-0.017386395	0.935059471	-2.968065021	7.09e-23	-3.185378289	8.06e-26	-5.341301613	5.16e-43	-1.585940028	4.55e-08
Rsbn1l	0	1	ENSMUSG00000039968	-0.562436211	0.002008396	-0.088813043	0.714410461	-0.107973604	0.765551217	-0.276594299	0.161614497	-0.075141422	0.744216129	-0.17379598	0.045563466	-0.0957469	0.387534859	-0.058428585	0.577301172	-0.065384283	0.507517941	-0.046331922	0.768047325
Rsl1d1	3	3	ENSMUSG00000005846	0.485283435	0.025931229	0.168886201	0.500009372	0.086496987	0.828565965	0.011586723	0.962751861	-0.216890935	0.342994222	0.134513414	0.200431823	0.106846913	0.413311814	0.322818244	0.000676528	0.021289161	0.875412663	-0.053700055	0.768047325
Rsl24d1	3	3	ENSMUSG00000032215	0.303162811	0.23584823	0.152058045	0.577423835	0.042003684	0.912617975	-0.212750688	0.563706921	0.077103722	0.784943436	0.073413228	0.561314088	0.176191012	0.493035093	0.104127503	0.693380027	0.080487302	0.858992656	-0.006357323	0.984155038
Rsrc2	3	2	ENSMUSG00000029422	-0.109247434	0.56231179	0.261814891	0.146599676	-0.175366022	0.483706426	-0.538036513	0.000436288	-0.656887315	1.59e-05	0.309068583	0.004068955	-0.033042142	0.861730618	-0.042909857	0.763835992	-0.503042685	4.3e-07	-0.250592346	0.027230814
Rsrp1	1	0	ENSMUSG00000037266	0.25931614	0.180699396	0.284355871	0.185326332	-0.470899227	0.021636776	-0.735896176	6.43e-05	0.046676384	0.860431649	0.773006311	7.55e-07	0.528530393	0.001304996	-0.248217947	0.130036701	-0.752090872	7.95e-07	-0.124474101	0.582256561
Rtbdn	1	1	ENSMUSG00000048617	1.957164215	3.38e-22	1.104658303	9.08e-08	-0.675039786	0.002478079	-2.375506415	1.02e-30	-0.869418831	3.67e-05	0.005529697	0.957729063	-0.139924611	0.208612323	-1.387361015	3.26e-64	-5.207288936	0.0	-1.877335327	1.6e-113
Rtkn2	1	0	ENSMUSG00000037846	-2.32059887	6.41e-11	-2.281993108	1.07e-10	-1.846851668	6.1e-08	-1.801773939	3.19e-08	-0.654059659	0.027020893	-0.272083955	0.184679314	-0.512376143	0.103004299	-0.185550011	0.503760967	-0.51835	0.120133922	-0.028055082	0.944418809
Rtn4	1	3	ENSMUSG00000020458	0.210892829	0.197299408	0.27015736	0.120932114	-0.071833108	0.854259574	-0.166820524	0.34205466	-0.072429325	0.719175792	-0.179907384	0.182047466	0.055264846	0.803727159	-0.447415832	0.000672455	-0.258275239	0.069085214	-0.122132473	0.527036632
Rtn4rl2	3	2	ENSMUSG00000050896	0.260635129	0.268635606	-0.520950978	0.041476385	0.335456242	0.231027305	-1.32398233	4.72e-08	0.080408509	0.781075237	-0.498539461	0.000186643	0.171478034	0.287978931	-0.948971608	4.88e-14	-1.779992846	1.4e-41	0.430343818	0.000738448
Rttn	0	1	ENSMUSG00000023066	-0.321790282	0.181205241	0.177874788	0.532013203	0.008746651	0.989714233	-0.09776531	0.767200033	0.191191454	0.465343907	0.156833134	0.295618931	-0.096304749	0.657036967	0.282729428	0.070509473	-0.280139648	0.079959356	-0.29517045	0.068305784
Rubcn	3	2	ENSMUSG00000035629	-0.010794849	0.977940767	0.009473189	0.962669902	-0.141107053	0.640900627	-0.095367069	0.655063957	0.158567186	0.397374773	0.069381091	0.586570854	0.083832167	0.597166286	0.018195669	0.909496071	0.178920892	0.129695262	-0.015762885	0.950389251
Rufy3	3	2	ENSMUSG00000029291	0.281549418	0.020115636	0.035051922	0.861694607	0.128224903	0.545554433	-0.388579323	0.000563543	-0.350775169	0.002220052	0.323460334	0.000179375	0.067562276	0.598630717	-0.197408218	0.034044512	-1.063312434	8.369999999999999e-42	-0.091905982	0.445003697
Runx1	3	3	ENSMUSG00000022952	-0.225245949		-0.144232661	0.576529779	0.03285878	0.935867666	0.231171748	0.533676896	-0.127232993	0.621322775										
Runx1t1	2	3	ENSMUSG00000006586	-0.42025792	0.033775587	-0.267481047	0.238897705	0.160146327	0.610568896	0.2670656	0.221584735	0.551073094	0.004621447	-0.428444344	0.024230487	-0.072117201	0.800658556	-0.17027415	0.42301514	0.895722601	1.41e-06	0.122482559	0.65366893
Rwdd2b	0	2	ENSMUSG00000041079	0.080265886	0.774323648	0.20239815	0.508242683	-0.048689512	0.911349029	-0.025004399	0.954290678	-0.104919092	0.721804243	0.081773919	0.606888926	-0.086879384	0.786343391	0.158268072	0.574597898	-0.532090243	0.177896607	-0.220520744	0.391369862
Rwdd3	3	2	ENSMUSG00000028133	0.582732039	0.071363673	1.559727694	4.93e-05	0.065149387	0.882963522	-0.204662042	0.575467595	0.304702802	0.293430587	0.677090098	0.013383742	1.84332852	3.3e-12	0.251823916	0.339741439	0.097072623	0.781961499	0.401709835	0.138225728
Rwdd4a	1	2	ENSMUSG00000031568	-0.067192691	0.809925451	0.493057587	0.151479098	-0.677989968	0.098738878	-0.258375108	0.475837913	0.1314806	0.655738491	0.416929058	0.091571497	0.656123315	0.039339495	0.085684751	0.77260262	-0.391518303	0.250059266	-0.233011006	0.400317697
Rxra	3	1	ENSMUSG00000015846	-0.535465466	0.096575311	-0.195819604	0.456924453	-0.908072863	0.082063289	-0.904686891	0.058650827	-0.265638101	0.299910929	0.039777195	0.723878709	0.092520298	0.693752678	-0.103946687	0.644064104	-0.414571855	0.317222386	-0.098345141	0.603863005
Rybp	3	3	ENSMUSG00000072872	-0.076004665	0.670273172	-0.063039606	0.766319234	-0.01993482	0.971962468	-0.023405286	0.910165441	0.273862329	0.09605078	-0.156800139	0.324669543	0.046636581	0.883822973	-0.351449417	0.038708586	0.243431104	0.182688986	-0.000797322	0.985023913
Ryk	3	2	ENSMUSG00000032547	-0.109592882	0.543132929	-0.32878229	0.049104015	-0.255787023	0.189975096	-0.2953453	0.070039971	-0.223996836	0.177841869	-0.167232575	0.104687377	-0.00609479	0.970603175	-0.055206353	0.676328123	-0.237680564	0.014446909	-0.116989924	0.392658078
Ryr2	3	3	ENSMUSG00000021313	-0.11419691	0.638652173	0.35869258	0.240817779	-0.162119792	0.492424093	-0.607804928	0.131834744	-0.16124992	0.536833192	0.017309466	0.931039201	0.456581869	0.158183706	-0.116241877	0.684250559	-0.004569779	0.987736452	-0.052614851	0.87855177
Saal1	0	0	ENSMUSG00000006763	0.289928747	0.032325558	0.524150885	3.04e-05	-0.7059827	4.25e-08	-0.722348068	8.13e-09	-0.542280132	2.43e-05	0.282393464	0.013383742	0.467131388	7.97e-06	-0.068803463	0.645384632	-0.011216569	0.946331194	-0.08317553	0.659890712
Sac3d1	1	0	ENSMUSG00000024790	0.585089123	0.054227548	-0.077650488	0.816182405	-0.050120276	0.919835264	-0.093708124	0.80445389	-0.196095134	0.484408042	0.016702335	0.932325523	0.107626643	0.707261458	-0.210026837	0.355347174	0.03882609	0.895808319	-0.204864665	0.407854077
Sacm1l	2	3	ENSMUSG00000025240	-0.209083607	0.12706833	-0.032982807	0.879398901	0.088415204	0.771020464	0.906373622	1.74e-15	0.032746183	0.860707975	-0.156172043	0.111957082	-0.12405965	0.291220034	-0.049884281	0.675987581	1.08785893	1.3599999999999999e-42	0.061273168	0.720251718
Sacs	3	3	ENSMUSG00000048279	-0.437866723	0.093865303	0.083822249	0.798599366	-0.014842138	0.983893396	0.101147049	0.776383385	0.29501962	0.268977675	0.0863481	0.432222593	-0.037923475	0.824837237	0.062193992	0.620908867	0.198207785	0.049940418	0.205205166	0.056646417
Sall1	1	1	ENSMUSG00000031665	-1.165097506	0.000413986	-0.770367943	0.016390397	-0.051701729	0.918770021	0.373620074	0.218893649	-0.354042095	0.199809285	-0.178502709	0.336153121	-0.188520734	0.520171828	0.061032714	0.840543228	0.569865598	0.049177213	0.148660455	0.614973505
Sall3	3	1	ENSMUSG00000024565	-1.301951678	4.4e-08	-1.97138391	1.3e-15	-1.121489401	2.32e-06	-3.257021657	3.1e-32	-0.624633951	0.00570643	-1.15448137	7.25e-07	-1.325137615	4.95e-09	-1.344093443	2.43e-09	-1.929953603	1.84e-16	-0.297841641	0.202943676
Samd11	3	2	ENSMUSG00000096351	-0.079244171	0.699731126	-0.726762422	0.000137111	-0.152502448	0.631997902	-2.305696956	1.75e-38	-0.757225819	5.9e-05	-0.094460467	0.494490229	-1.332636628	1.66e-28	0.338426534	0.011756562	-5.647489762	0.0	-1.824239355	4.1e-52
Samd13	1	1	ENSMUSG00000048652	0.291396733	0.253743177	0.00068945	0.997198655	0.069126633	0.835248755	0.177313232	0.642238791	0.101023347	0.710555752	-0.794373175	0.032297985	-2.126997023	2.01e-05	0.785059979	0.027192903	-1.7058995	0.000163025	-0.005273963	0.989489312
Samd5	3	1	ENSMUSG00000060487	-0.019946484	0.944105118	-0.032577232	0.922446489	0.121296443	0.750823095	0.869373817	0.000100278	0.738761207	0.001121529	-0.298282186	0.077769669	-0.148247096	0.508155449	-0.190456576	0.319819422	0.03123378	0.901929112	0.031792495	0.93185452
Samd7	3	2	ENSMUSG00000051860	-0.164031891	0.340646506	0.231151367	0.208325046	0.541710864	0.000639094	-1.401368211	2.03e-22	1.730327135	2.9700000000000002e-33	-0.031395451	0.831742761	0.9797174	2.28e-18	1.047870122	7.73e-21	-8.498632084	2.73e-130	0.962782277	1.31e-17
Samd8	3	0	ENSMUSG00000021770	0.086411181	0.627646701	0.29449358	0.065631007	-0.118662931	0.682554369	-0.694601763	4.45e-07	-0.082822729	0.665334103	0.147998422	0.248771399	0.365458017	0.003076843	-0.362596063	0.003525727	-0.471205341	7.73e-05	-0.291254194	0.026817009
Sap130	0	0	ENSMUSG00000024260	-0.260849624	0.020859978	-0.181153445	0.162127171	0.041056462	0.902300758	-0.177535127	0.139488727	-0.222363406	0.049250019	-0.091119242	0.505579163	0.011470609	0.961265201	0.060469389	0.716843353	0.38298347	0.002060713	0.051925851	0.830150891
Sap30l	3	1	ENSMUSG00000020519	1.089055096	1.05e-05	0.719447047	0.00417982	-0.024185567	0.968882987	-0.442416111	0.077848297	-1.35400783	5.1e-08	0.292170913	0.02286307	0.252651443	0.068778291	-0.741529863	1.17e-09	-1.059363956	2.42e-18	-0.881701355	4.52e-13
Sapcd1	1	0	ENSMUSG00000036185	0.020887744	0.94666792	0.316148628	0.270005974	-0.393842619	0.203964171	-0.25635869	0.403211196	-0.863065528	0.003411628	0.249898747	0.211054637	1.212541868	0.000161926	-0.157170938	0.577568284	0.614701317	0.05541407	0.042375794	0.913342007
Sar1a	0	0	ENSMUSG00000020088	0.361073886	0.039040716	0.067312128	0.793280015	0.114173388	0.733844035	0.212346019	0.274347866	-0.231162489	0.208000466	-0.153664348	0.166365023	-0.049930381	0.77447188	-0.067465687	0.61622186	0.017007186	0.917468779	-0.027113763	0.90783505
Sardh	3	0	ENSMUSG00000009614	-0.061191257	0.826312006	-0.914936636	0.001835562	0.025235995	0.969124367	0.064043955	0.864011244	-0.305957165	0.244625325	-0.347923881	0.08022422	-0.027843478	0.932609864	-0.07336215	0.771156781	0.424744459	0.049641183	0.351702679	0.106304785
Sarm1	1	0	ENSMUSG00000050132	0.429944993	0.002661654	-0.197114403	0.262603236	-0.404505307	0.008388342	-0.762760681	1.36e-08	0.126046539	0.464404443	0.094969311	0.48501496	-0.438014564	0.00032299	-1.71903046	5.95e-50	-1.589459838	1.8e-43	-0.438331751	0.000338772
Satb1	3	3	ENSMUSG00000023927	-0.360662114	0.019437384	0.055545634	0.816056166	0.063592229	0.878873597	0.296917426	0.055128472	0.225228979	0.155928904	0.086026893	0.6152704	0.764817397	2.88e-06	0.198450144	0.29133385	1.018516754	1.56e-10	0.406531812	0.020980065
Satb2	1	0	ENSMUSG00000038331	0.017524859	0.954923592	-0.022784114	0.951203016	-0.133520002	0.69618694	0.716031351	0.043544679	0.609791312	0.064135419	-0.123645693	0.424090796	-0.197889859	0.493173894	-0.119687639	0.672239966	0.042339586	0.923047809	0.055193584	0.868921594
Sbk1	3	3	ENSMUSG00000042978	0.845279596	0.052421745	0.127689901	0.629989289	0.225710505	0.307369651	0.099222739	0.80259352	-0.01383772	0.964388875										
Sbk3	1	0	ENSMUSG00000085272	0.011094018	0.972059486	1.010266808	0.012410721	0.193469764	0.514501719	0.065910263	0.878018857	0.417821857	0.178895876	0.122096792	0.49700305	0.267727482	0.342836055	0.135418058	0.629048224	-0.455541295	0.157388487	0.129982823	0.672370685
Scaf11	3	3	ENSMUSG00000033228	-0.411190874	0.009868854	0.066645486	0.780793182	-0.129380286	0.65399092	-0.831161582	1.94e-08	-0.137234618	0.466449274	-0.043884724	0.747127437	0.636494812	4.91e-09	-0.021136765	0.91077269	-0.002334104	0.973332598	-0.138827419	0.404850921
Scaf4	3	3	ENSMUSG00000022983	-0.222429546	0.225295635	0.173137329	0.430256739	-0.012920781	0.984318903	-0.208935057	0.291671747	0.017365327	0.940559464	0.182969818	0.049557697	0.205387116	0.030153808	0.143496049	0.148029164	0.069486743	0.528415276	-0.04111228	0.820570372
Scamp3	0	0	ENSMUSG00000028049	-0.019888167	0.940535514	-0.635214713	0.003737601	-0.203804616	0.490893846	0.065801844	0.825181455	-0.058889246	0.82638522	-0.058522426	0.752996888	0.039301841	0.912534308	0.22426282	0.335603236	0.261106106	0.295880502	0.211134151	0.408624314
Scarb1	3	1	ENSMUSG00000037936	0.456483942	0.008232417	0.334806056	0.073132004	-0.321526113	0.114400426	-1.375906963	6.75e-18	-0.917492262	2.92e-08	0.546817661	2.09e-06	0.436863107	0.000122086	-0.378534304	0.001427075	-1.100587776	9.23e-24	-0.433747525	0.000210644
Scd2	2	1	ENSMUSG00000025203	-0.454552966	0.03200285	-0.604995632	0.00523225	0.062636882	0.894872929	0.192407829	0.448844607	0.29748158	0.173911949	-0.319388197	0.04862919	0.074141149	0.779663225	-0.160825293	0.385187388	0.769337966	1.23e-06	0.201867761	0.326480871
Scfd1	1	1	ENSMUSG00000020952	-0.065518615	0.721715783	0.130304876	0.501455435	0.069857244	0.856048681	0.227557561	0.155194021	-0.673193335	1.47e-06	0.081556201	0.543596395	-0.016290241	0.944862997	0.283960542	0.029804733	0.230547373	0.079608137	0.141308424	0.414609335
Scgn	1	1	ENSMUSG00000021337	1.260237832	8.49e-05	0.275485822	0.356599302	0.228758686	0.478631299	0.623701691	0.042910978	0.47798838	0.097213499	-0.113517668	0.297594905	-0.202667216	0.06673097	0.172281118	0.110619067	-0.314212662	0.001225446	-0.086103174	0.586152987
Schip1	3	2	ENSMUSG00000027777	0.424514866	0.025685379	0.070914708	0.79313933	0.044032216	0.924676227	0.352883555	0.076015479	0.194058998	0.349870204	-0.326102291	0.027261206	0.086030597	0.697546592	-0.19612292	0.240599199	-0.214470597	0.187826322	0.229586051	0.177329076
Scn3a	3	0	ENSMUSG00000057182	-0.632286174	0.037946735	-0.132948792	0.667899262	0.001381307	0.999900593	0.368615632	0.248799879	0.332795062	0.236563827	-0.136031407	0.355189489	0.058222245	0.811837995	0.079044109	0.674392661	1.328662661	2.25e-24	0.168794439	0.379297011
Scn4a	1	2	ENSMUSG00000001027	1.235857951	6.27e-08	1.543292091	3.8e-12	-1.381977793	8.15e-07	-3.246024903	5.43e-19	-0.81752943	0.00126469	-0.128453012	0.401907216	-0.458336768	0.002771148	-2.13543643	2.37e-44	-5.994373494	7.3499999999999995e-81	-2.385326055	9.49e-53
Scn8a	3	2	ENSMUSG00000023033	-0.245515057	0.311471591	0.237421318	0.389711426	0.735335348	0.007972506	0.780323461	0.002443123	0.089065191	0.759782142	0.161394144	0.245545101	0.228630529	0.145152231	1.027325305	2.58e-16	0.659487377	2.76e-07	0.060256147	0.815517824
Scrn1	3	2	ENSMUSG00000019124	-0.046273502	0.878539601	0.165780002	0.587381958	-0.027658439	0.962508542	0.403936998	0.197166938	0.606943539	0.039680287	-0.011028324	0.954616706	-0.322691322	0.19810466	0.207226781	0.383241578	0.309760836	0.214838378	-0.35917161	0.142317908
