peak.id	seqnames	start	end	width	strand	WT	E80A	K88N	R90W	cluster	row_cluster	small.cluster	khom_cluster	ehom_cluster	k50_mono	k50_di	q50_mono	q50_di	gene	k50_group	q50_group
peak.8062	chr7	29454879	29455279	401	*	61.91826676	102.2558983	13.21208946	13.48016125	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Dpf1	3	3
peak.8063	chr7	29505579	29505979	401	*	45.03146674	73.85148211	7.206594251	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Sipa1l3	1	0
peak.8064	chr7	29653844	29654244	401	*	47.84593341	69.11741274	12.01099042	18.38203807	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	1	Catsperg2	1	3
peak.8065	chr7	29767122	29767522	401	*	88.18662236	91.8409457	9.608792334	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	1	0	0	Zfp84	2	0
peak.8066	chr7	29768074	29768474	401	*	115.3931335	131.6071284	16.81538659	23.28391489	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	1	0	0	Zfp84	2	0
peak.8067	chr7	29815814	29816214	401	*	50.66040008	54.91520464	8.407693293	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Zfp790	0	1
peak.8068	chr7	29818763	29819163	401	*	54.41302231	57.75564626	15.61428754	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	0	1	0	Zfp790	0	1
peak.8069	chr7	29906111	29906511	401	*	82.55768902	79.53236535	30.02747605	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Zfp27	1	0
peak.8070	chr7	29908244	29908644	401	*	53.47486675	51.12794915	14.4131885	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	0	0	0	Zfp27	1	0
peak.8071	chr7	30090306	30090706	401	*	105.0734224	98.46864281	9.608792334	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	1	0	Gm26920	2	1
peak.8072	chr7	30094704	30095104	401	*	88.18662236	107.9367815	45.64176359	23.28391489	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	1	0	0	Gm26920	2	1
peak.8073	chr7	30169661	30170061	401	*	92.87740015	100.3622706	30.02747605	22.05844568	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	1	0	0	Gm5113	2	0
peak.8074	chr7	30308468	30308868	401	*	73.17613345	72.90466824	15.61428754	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Alkbh6	1	1
peak.8075	chr7	30477598	30477998	401	*	111.6405113	94.68138732	9.608792334	24.50938409	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	1	Nphs1	1	2
peak.8076	chr7	30552626	30553026	401	*	60.04195565	46.39387979	10.80989138	9.803753636	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Hspb6	1	0
peak.8077	chr7	30559617	30560017	401	*	129.4654669	96.57501506	15.61428754	18.38203807	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Lin37	3	2
peak.8078	chr7	30650072	30650472	401	*	110.7023557	106.0431538	9.608792334	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Rbm42	3	0
peak.8079	chr7	31080623	31081023	401	*	136.9707113	73.85148211	48.04396167	50.24423739	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB	1	1	1	0	Fxyd3	3	1
peak.8080	chr7	34142317	34142717	401	*	131.341778	78.58555147	8.407693293	25.7348533	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	1	1	Uba2	3	3
peak.8081	chr7	34177420	34177820	401	*	11.25786668	53.0215769	2.402198084	3.676407614	e80a.gained	e80a.gained	e80a_shared	0	e80a.notDB	1	0	1	1	Pdcd2l	1	3
peak.8082	chr7	34266360	34266760	401	*	90.06293348	42.60662429	9.608792334	20.83297648	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	4931406P16Rik	3	1
peak.8083	chr7	34341819	34342219	401	*	151.9812002	102.2558983	4.804396167	15.93109966	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	4931406P16Rik	3	1
peak.8084	chr7	34354253	34354653	401	*	222.342867	195.9904717	7.206594251	39.21501455	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	0	4931406P16Rik	3	1
peak.8085	chr7	34395739	34396139	401	*	237.3533559	226.2885157	16.81538659	35.53860693	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Kctd15	3	1
peak.8086	chr7	34398848	34399248	401	*	91.93924459	83.31962084	10.80989138	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	0	Kctd15	3	1
peak.8087	chr7	35081607	35082007	401	*	18.76311114	40.71299655	6.005495209	4.901876818	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	1	Cebpa	3	2
peak.8088	chr7	35107353	35107753	401	*	15.01048891	107.9367815	8.407693293	6.127346023	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained	1	0	0	0	Cebpa	3	2
peak.8089	chr7	35314004	35314404	401	*	72.23797789	55.86201852	9.608792334	7.352815227	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Gpatch1	1	1
peak.8090	chr7	35333729	35334129	401	*	78.80506679	62.48971563	8.407693293	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Rhpn2	1	0
peak.8091	chr7	35583434	35583834	401	*	473.7685563	314.3422059	74.46814059	62.49892943	e80a.lost	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	1	1	0	Ankrd27	3	1
peak.8092	chr7	35587969	35588369	401	*	97.56817793	89.94731795	10.80989138	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Ankrd27	3	1
peak.8093	chr7	35608436	35608836	401	*	134.1562447	79.53236535	6.005495209	33.08766852	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Ankrd27	3	1
peak.8094	chr7	35633173	35633573	401	*	118.2076002	67.223785	8.407693293	11.02922284	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Ankrd27	3	1
peak.8095	chr7	35641494	35641894	401	*	30.95913338	121.1921758	4.804396167	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Ankrd27	3	1
peak.8096	chr7	35704554	35704954	401	*	151.0430447	117.4049203	13.21208946	25.7348533	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	0	Dpy19l3	3	1
peak.8097	chr7	35743262	35743662	401	*	85.37215569	94.68138732	7.206594251	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	1	1	0	Dpy19l3	3	1
peak.8098	chr7	35802320	35802720	401	*	54.41302231	94.68138732	3.603297125	6.127346023	e80a.gained	e80a.gained	e80a_shared	0	e80a.notDB	1	1	1	0	Zfp507	3	1
peak.8099	chr7	37383745	37384145	401	*	117.2694446	74.79829598	36.03297125	23.28391489	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Tshz3	3	1
peak.8100	chr7	37398483	37398883	401	*	131.341778	24.6171607	22.82088179	19.60750727	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost	1	1	1	0	Tshz3	3	1
peak.8101	chr7	37426056	37426456	401	*	317.0965783	130.6603145	18.01648563	40.44048375	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Tshz3	3	1
peak.8102	chr7	37464236	37464636	401	*	104.1352668	64.38334338	26.42417892	20.83297648	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB	0	0	1	0	Tshz3	3	1
peak.8103	chr7	37642516	37642916	401	*	71.29982234	53.96839077	6.005495209	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	1	0	0	Tshz3	3	1
peak.8104	chr7	37685995	37686395	401	*	75.05244456	62.48971563	1.201099042	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	0	e80a.notDB	1	1	0	0	Tshz3	3	1
peak.8105	chr7	37773860	37774260	401	*	108.8260446	15.14902197	84.07693293	19.60750727	k88n.gained	k88n.gained	k88n_unique	k88n.notDB	0	1	1	1	1	Zfp536	3	3
peak.8106	chr7	37843981	37844381	401	*	172.6206225	59.64927401	20.41868371	29.41126091	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	1	0	Uri1	3	1
peak.8107	chr7	37860927	37861327	401	*	72.23797789	82.37280697	9.608792334	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Uri1	3	1
peak.8108	chr7	39569989	39570389	401	*	163.2390669	110.7772232	32.42967413	24.50938409	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	1	Zfp619	1	3
peak.8109	chr7	39655216	39655616	401	*	79.74322235	44.50025204	16.81538659	11.02922284	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Zfp619	1	3
peak.8110	chr7	40873370	40873770	401	*	15.01048891	50.18113528	67.26154634	15.93109966	k88n.gained	e80a.gained	k88n_unique	k88n.gained	0	1	1	1	1	Vstm2b	3	3
peak.8111	chr7	41499633	41500033	401	*	63.79457788	71.01104049	21.61978275	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	0	0	0	AW146154	0	0
peak.8112	chr7	41633194	41633594	401	*	75.05244456	79.53236535	10.80989138	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	1	0	Zfp788	0	1
peak.8113	chr7	43517986	43518386	401	*	68.48535566	55.86201852	193.3769457	15.93109966	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	1	0	1	1	4931406B18Rik	1	3
peak.8114	chr7	43579409	43579809	401	*	75.99060012	65.33015725	26.42417892	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	0	0	0	Zfp719	0	0
peak.8115	chr7	43671727	43672127	401	*	79.74322235	64.38334338	15.61428754	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Ctu1	0	0
peak.8116	chr7	44246267	44246667	401	*	55.35117787	62.48971563	9.608792334	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Gm36864	0	0
peak.8117	chr7	44304848	44305248	401	*	128.5273113	216.820377	14.4131885	17.15656886	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Gm15517	0	0
peak.8118	chr7	44373770	44374170	401	*	148.228578	107.9367815	52.84835784	23.28391489	e80a.lost	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	1	1700008O03Rik	1	2
peak.8119	chr7	44405473	44405873	401	*	36.58806672	53.96839077	8.407693293	19.60750727	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	0	1	1	1	Lrrc4b	2	3
peak.8120	chr7	44467774	44468174	401	*	73.17613345	46.39387979	15.61428754	22.05844568	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Josd2	0	0
peak.8121	chr7	44586893	44587293	401	*	75.99060012	101.3090844	21.61978275	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Kcnc3	1	0
peak.8122	chr7	44748267	44748667	401	*	110.7023557	80.47917922	50.44615976	19.60750727	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Vrk3	1	1
peak.8123	chr7	44767522	44767922	401	*	190.4455781	120.2453619	7.206594251	25.7348533	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	1	0	0	Nup62	2	0
peak.8124	chr7	44815639	44816039	401	*	50.66040008	75.74510985	2.402198084	8.578284432	e80a.gained	e80a.notDB	e80a_shared	0	e80a.notDB	1	0	1	0	Atf5	1	1
peak.8125	chr7	44848843	44849243	401	*	149.1667336	120.2453619	20.41868371	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	0	0	0	Akt1s1	0	0
peak.8126	chr7	44868706	44869106	401	*	45.9696223	71.95785436	1.201099042	4.901876818	e80a.gained	e80a.gained	e80a_shared	0	e80a.notDB	1	0	0	0	Ptov1	1	0
peak.8127	chr7	44892584	44892984	401	*	91.93924459	97.52182894	15.61428754	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Fuz	1	1
peak.8128	chr7	44929573	44929973	401	*	83.49584458	75.74510985	20.41868371	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	0	1	0	Ap2a1	0	1
peak.8129	chr7	44986538	44986938	401	*	267.3743338	260.3738151	40.83736742	33.08766852	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Prmt1	1	0
peak.8130	chr7	44997457	44997857	401	*	92.87740015	61.54290176	13.21208946	18.38203807	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	0	0	1	Bcl2l12	1	2
peak.8131	chr7	45016213	45016613	401	*	66.60904455	58.70246014	13.21208946	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	1	1	1	Rras	2	3
peak.8132	chr7	45062246	45062646	401	*	76.92875568	78.58555147	22.82088179	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	1	0	0	Nosip	2	0
peak.8133	chr7	45124236	45124636	401	*	135.0944002	131.6071284	9.608792334	25.7348533	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Rps11	1	0
peak.8134	chr7	45128650	45129050	401	*	96.63002238	109.8304093	7.206594251	23.28391489	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	1	0	Rpl13a	0	1
peak.8135	chr7	45150149	45150549	401	*	42.21700007	100.3622706	3.603297125	13.48016125	e80a.gained	e80a.gained	e80a_shared	0	e80a.notDB	1	1	0	0	Pih1d1	3	0
peak.8136	chr7	45164507	45164907	401	*	349.9320228	164.7456139	8.407693293	29.41126091	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	1	Slc17a7	3	3
peak.8137	chr7	45195374	45195774	401	*	158.5482891	203.5649827	15.61428754	40.44048375	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Ccdc155	1	2
peak.8138	chr7	45202646	45203046	401	*	33.77360005	64.38334338	6.005495209	6.127346023	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	1	Ccdc155	1	2
peak.8139	chr7	45221148	45221548	401	*	265.4980226	32.19167169	8.407693293	23.28391489	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost	0	1	1	0	Cd37	2	1
peak.8140	chr7	45372551	45372951	401	*	41.27884451	83.31962084	6.005495209	6.127346023	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Lin7b	1	0
peak.8141	chr7	45395667	45396067	401	*	60.04195565	62.48971563	10.80989138	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Snrnp70	0	0
peak.8142	chr7	45401490	45401890	401	*	219.5284003	197.8840995	8.407693293	23.28391489	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Kcna7	3	2
peak.8143	chr7	45434189	45434589	401	*	82.55768902	69.11741274	10.80989138	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	1	0	Gys1	0	1
peak.8144	chr7	45565363	45565763	401	*	69.42351122	84.26643471	6.005495209	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Bcat2	1	0
peak.8145	chr7	45589025	45589425	401	*	68.48535566	71.01104049	9.608792334	8.578284432	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Bcat2	1	0
peak.8146	chr7	45638706	45639106	401	*	69.42351122	81.42599309	24.02198084	22.05844568	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	0	0	0	Mamstr	0	0
peak.8147	chr7	45643671	45644071	401	*	117.2694446	114.5644787	15.61428754	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	1	0	1	Fut2	2	2
peak.8148	chr7	45700746	45701146	401	*	60.98011121	78.58555147	18.01648563	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	1	0	1	Dbp	3	3
peak.8149	chr7	45704357	45704757	401	*	61.91826676	75.74510985	7.206594251	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	0	Dbp	3	3
peak.8150	chr7	45707617	45708017	401	*	71.29982234	88.05369021	10.80989138	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Dbp	3	3
peak.8151	chr7	45715201	45715601	401	*	58.16564454	64.38334338	13.21208946	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Rpl18	1	0
peak.8152	chr7	45814349	45814749	401	*	222.342867	179.8946359	34.83187221	34.31313773	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	1	0	1	Cyth2	3	2
peak.8153	chr7	45815304	45815704	401	*	489.7172008	488.5559586	36.03297125	77.20455989	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Cyth2	3	2
peak.8154	chr7	45823275	45823675	401	*	78.80506679	7.574510985	7.206594251	3.676407614	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost	1	0	0	0	Cyth2	3	2
peak.8155	chr7	45896832	45897232	401	*	58.16564454	78.58555147	9.608792334	8.578284432	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	1	0	1	Syngr4	2	2
peak.8156	chr7	46109960	46110360	401	*	18.76311114	73.85148211	4.804396167	2.450938409	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	0	0	0	0	Abcc8	1	0
peak.8157	chr7	46140947	46141347	401	*	10.31971113	48.28750753	3.603297125	7.352815227	e80a.gained	e80a.gained	e80a_shared	0	e80a.notDB	1	0	0	0	Abcc8	1	0
peak.8158	chr7	46155088	46155488	401	*	26.2683556	95.62820119	6.005495209	15.93109966	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Abcc8	1	0
peak.8159	chr7	46606290	46606690	401	*	48.78408897	64.38334338	10.80989138	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	0	0	0	Kcnc1	0	0
peak.8160	chr7	46674177	46674577	401	*	82.55768902	61.54290176	16.81538659	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	1	Tph1	3	3
peak.8161	chr7	46700472	46700872	401	*	13.1341778	60.59608788	13.21208946	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	0	0	0	0	Saal1	0	0
peak.8162	chr7	46785829	46786229	401	*	42.21700007	76.69192373	10.80989138	7.352815227	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	0	Hps5	3	0
peak.8163	chr7	46791687	46792087	401	*	26.2683556	59.64927401	13.21208946	6.127346023	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Gtf2h1	3	3
peak.8164	chr7	46825109	46825509	401	*	47.84593341	63.4365295	8.407693293	7.352815227	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Gtf2h1	3	3
peak.8165	chr7	46827525	46827925	401	*	429.6752451	318.1294614	8.407693293	41.66595295	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Gtf2h1	3	3
peak.8166	chr7	46836997	46837397	401	*	240.1678226	228.1821434	9.608792334	30.63673011	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Gtf2h1	3	3
peak.8167	chr7	46839336	46839736	401	*	202.6416003	248.0652348	6.005495209	28.1857917	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Gtf2h1	3	3
peak.8168	chr7	46904339	46904739	401	*	148.228578	41.65981042	8.407693293	28.1857917	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Ldhc	3	0
peak.8169	chr7	46914310	46914710	401	*	206.3942225	33.13848556	14.4131885	31.86219932	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost	0	1	0	0	Ldhc	3	0
peak.8170	chr7	46933767	46934167	401	*	109.7642002	129.7135006	13.21208946	24.50938409	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Tsg101	1	1
peak.8171	chr7	47002387	47002787	401	*	30.02097783	69.11741274	13.21208946	17.15656886	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	1	Spty2d1	3	3
peak.8172	chr7	47008228	47008628	401	*	97.56817793	117.4049203	8.407693293	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	1	0	Spty2d1	3	3
peak.8173	chr7	47025679	47026079	401	*	35.64991117	61.54290176	4.804396167	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Spty2d1	3	3
peak.8174	chr7	47074015	47074415	401	*	91.00108903	83.31962084	12.01099042	7.352815227	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	1	Ptpn5	1	2
peak.8175	chr7	47159481	47159881	401	*	16.88680003	112.6708509	7.206594251	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained	1	0	0	0	Ptpn5	1	2
peak.8176	chr7	49485369	49485769	401	*	119.1457557	202.6181689	6.005495209	18.38203807	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Nav2	3	3
peak.8177	chr7	49504149	49504549	401	*	54.41302231	144.8625226	12.01099042	7.352815227	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	0	Nav2	3	3
peak.8178	chr7	49512314	49512714	401	*	28.14466671	44.50025204	12.01099042	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	1	1	Nav2	3	3
peak.8179	chr7	50672223	50672623	401	*	13.1341778	14.2022081	110.5011118	9.803753636	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	1	1	1	1	4933405O20Rik	3	3
peak.8180	chr7	51790861	51791261	401	*	80.68137791	15.14902197	91.28352718	23.28391489	k88n.gained	e80a.lost	k88n_unique	k88n.notDB	0	1	1	1	1	Fancf	3	3
peak.8181	chr7	51983984	51984384	401	*	73.17613345	108.8835954	18.01648563	7.352815227	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Gas2	1	0
peak.8182	chr7	51990946	51991346	401	*	140.7233336	90.89413183	10.80989138	14.70563045	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Gas2	1	0
peak.8184	chr7	55968894	55969294	401	*	19.7012667	59.64927401	7.206594251	17.15656886	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	0	Nipa1	3	0
peak.8185	chr7	59237430	59237830	401	*	64.73273344	53.96839077	9.608792334	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Snurf	3	3
peak.8186	chr7	59268775	59269175	401	*	13.1341778	10.41495261	72.06594251	9.803753636	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	1	1	1	1	Snurf	3	3
peak.8187	chr7	63344539	63344939	401	*	135.0944002	223.4480741	9.608792334	29.41126091	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Chrna7	1	0
peak.8188	chr7	64366252	64366652	401	*	57.22748898	70.06422662	6.005495209	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Fan1	0	0
peak.8189	chr7	64708187	64708587	401	*	73.17613345	114.5644787	16.81538659	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	1	Apba2	3	2
peak.8190	chr7	65307700	65308100	401	*	16.88680003	10.41495261	88.88132909	14.70563045	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	1	1	0	1	Fam189a1	3	2
peak.8191	chr7	65636313	65636713	401	*	221.4047115	154.3306613	13.21208946	19.60750727	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Tarsl2	3	1
peak.8192	chr7	65684150	65684550	401	*	37.52622228	67.223785	51.6472588	14.70563045	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Tarsl2	3	1
peak.8193	chr7	66012373	66012773	401	*	76.92875568	100.3622706	20.41868371	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	1	1	1	Pcsk6	3	3
peak.8194	chr7	66110664	66111064	401	*	184.8166447	195.9904717	13.21208946	33.08766852	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Chsy1	3	3
peak.8195	chr7	66176274	66176674	401	*	311.4676449	236.7034683	10.80989138	52.6951758	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Chsy1	3	3
peak.8196	chr7	66195919	66196319	401	*	189.5074225	33.13848556	6.005495209	15.93109966	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost	1	1	0	0	Chsy1	3	3
peak.8197	chr7	66214545	66214945	401	*	140.7233336	125.9262451	26.42417892	36.76407614	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Chsy1	3	3
peak.8198	chr7	66280101	66280501	401	*	107.8878891	36.92574105	3.603297125	9.803753636	e80a.lost	e80a.lost	e80a_shared	0	e80a.notDB	1	1	0	0	Chsy1	3	3
peak.8199	chr7	66296886	66297286	401	*	66.60904455	71.01104049	24.02198084	24.50938409	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	1	Chsy1	3	3
